"Experiment","Date","Cage.ID","Location","Tag","Fullness","Digestion","Contents.Weight","Prey.Taxa","LH.Stage","Count","Taxa Weight","Comments","Taxa","Mesh","tlc"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Acanthocyclops sp.","adult",2,NA,NA,"Cyclopoid","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Acanthocyclops sp.","copepodid",30,NA,NA,"Cyclopoid","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Bosmina sp.","undetermined",41,NA,NA,"Cladocera","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Chydorus sp.","undetermined",15,NA,NA,"Cladocera","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Cyclopoida","copepodid",12,NA,NA,"Cyclopoid","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Daphnia sp.","undetermined",1,NA,NA,"Cladocera","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RL85",4,5,0.0017,"Diacyclops thomasi","undetermined",7,NA,NA,"Cyclopoid","small","RL85 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","OO74",5,5,0.0024,"Acari","undetermined",1,NA,NA,"Other","small","OO74 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","OO74",5,5,0.0024,"Acanthocyclops sp.","adult",2,NA,NA,"Cyclopoid","small","OO74 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","OO74",5,5,0.0024,"Acanthocyclops sp.","copepodid",64,NA,NA,"Cyclopoid","small","OO74 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","OO74",5,5,0.0024,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","small","OO74 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","OO74",5,5,0.0024,"Eurytemora affinis","copepodid",3,NA,NA,"Calanoid","small","OO74 DWSC.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA34",4,4,0.0057,"Osphranticum labronectum","adult",1,NA,NA,"Calanoid","small","RA34 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA34",4,4,0.0057,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","small","RA34 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA34",4,4,0.0057,"Cladocera","undetermined",11,NA,NA,"Cladocera","small","RA34 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA34",4,4,0.0057,"Daphnia sp.","undetermined",14,NA,NA,"Cladocera","small","RA34 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Simocephalus sp.","undetermined",3,NA,NA,"Cladocera","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Osphranticum labronectum","adult",2,NA,NA,"Calanoid","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Eucyclops sp.","undetermined",2,NA,NA,"Cyclopoid","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Acanthocyclops sp.","adult",5,NA,NA,"Cyclopoid","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Acanthocyclops sp.","copepodid",6,NA,NA,"Cyclopoid","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Daphnia sp.","undetermined",17,NA,NA,"Cladocera","small","RN82 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RN82",4,5,0.0034,"Diacyclops thomasi","undetermined",4,NA,NA,"Cyclopoid","small","RN82 RV.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Eurytemora affinis","copepodid",1,NA,NA,"Calanoid","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Sinocalanus doerrii","copepodid",1,NA,NA,"Calanoid","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Daphnia sp.","undetermined",1,NA,NA,"Cladocera","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Diacyclops thomasi","undetermined",4,NA,NA,"Cyclopoid","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RI81",3,5,4e-04,"Cyclopoida","copepodid",4,NA,NA,"Cyclopoid","small","RI81 DWSC.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RK61",4,5,0.0041,"Simocephalus sp.","undetermined",4,NA,NA,"Cladocera","small","RK61 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RD84",4,5,0.0049,"Acari","undetermined",1,NA,NA,"Other","small","RD84 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RD84",4,5,0.0049,"Diaptomidae","adult",1,NA,NA,"Calanoid","small","RD84 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL03",4,5,0.0031,"Eucyclops sp.","undetermined",2,NA,NA,"Cyclopoid","small","RL03 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL03",4,5,0.0031,"Daphnia sp.","undetermined",10,NA,NA,"Cladocera","small","RL03 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL03",4,5,0.0031,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","small","RL03 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL03",4,5,0.0031,"Acanthocyclops sp.","copepodid",2,NA,NA,"Cyclopoid","small","RL03 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL03",4,5,0.0031,"Cyclopoida","copepodid",1,NA,NA,"Cyclopoid","small","RL03 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA72",4,5,0.0018,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","small","RA72 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA72",4,5,0.0018,"Acanthocyclops sp.","adult",6,NA,NA,"Cyclopoid","small","RA72 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA72",4,5,0.0018,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","small","RA72 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA72",4,5,0.0018,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","small","RA72 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA72",4,5,0.0018,"Daphnia sp.","undetermined",14,NA,NA,"Cladocera","small","RA72 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL75",4,5,0.0033,"Sida sp.","undetermined",1,NA,NA,"Cladocera","small","RL75 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL75",4,5,0.0033,"Acanthocyclops sp.","adult",4,NA,NA,"Cyclopoid","small","RL75 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL75",4,5,0.0033,"Acanthocyclops sp.","copepodid",4,NA,NA,"Cyclopoid","small","RL75 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RL75",4,5,0.0033,"Daphnia sp.","undetermined",13,NA,NA,"Cladocera","small","RL75 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RK80",4,5,0.0035,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","small","RK80 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RK80",4,5,0.0035,"Daphnia sp.","undetermined",15,NA,NA,"Cladocera","small","RK80 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA76",4,5,0.004,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","small","RA76 RV.Winter A"
"Cage Prototypes",2019-02-25,"A","RV.Winter","RA76",4,5,0.004,"Acanthocyclops sp.","adult",3,NA,NA,"Cyclopoid","small","RA76 RV.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Ostracoda","undetermined",1,NA,NA,"Ostracod","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Diaptomidae","adult",1,NA,NA,"Calanoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Halicyclops sp.","undetermined",1,NA,NA,"Cyclopoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Ceriodaphnia sp.","undetermined",1,NA,NA,"Cladocera","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Diaptomidae","copepodid",1,NA,NA,"Calanoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Harpacticoida","undetermined",11,NA,NA,"Harpacticoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Acanthocyclops sp.","adult",2,NA,NA,"Cyclopoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Acanthocyclops sp.","adult",1,NA,NA,"Cyclopoid","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Acanthocyclops sp.","copepodid",4,NA,NA,"Cyclopoid","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Bosmina sp.","undetermined",1,NA,NA,"Cladocera","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Daphnia sp.","undetermined",4,NA,NA,"Cladocera","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Diacyclops thomasi","undetermined",3,NA,NA,"Cyclopoid","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Cladocera","undetermined",1,NA,NA,"Cladocera","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB67",4,4,0.0011,"Insecta","undetermined",1,NA,NA,"Other","small","RB67 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Calanoida","copepodid",19,NA,NA,"Calanoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RD60",4,5,0.0033,"Cyclopoida","copepodid",23,NA,NA,"Cyclopoid","small","RD60 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Acanthocyclops sp.","adult",4,NA,NA,"Cyclopoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Acanthocyclops sp.","copepodid",41,NA,NA,"Cyclopoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Eurytemora affinis","adult",1,NA,NA,"Calanoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Sinocalanus doerrii","copepodid",2,NA,NA,"Calanoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Bosmina sp.","undetermined",11,NA,NA,"Cladocera","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Chydorus sp.","undetermined",35,NA,NA,"Cladocera","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RC93",5,5,0.0022,"Calanoida","copepodid",5,NA,NA,"Calanoid","small","RC93 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Ceriodaphnia sp.","undetermined",2,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Diaptomidae","adult",5,NA,NA,"Calanoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Harpacticoida","undetermined",2,NA,NA,"Harpacticoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Acanthocyclops sp.","adult",13,NA,NA,"Cyclopoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Acanthocyclops sp.","copepodid",49,NA,NA,"Cyclopoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Eurytemora affinis","adult",12,NA,NA,"Calanoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Sinocalanus doerrii","adult",4,NA,NA,"Calanoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Bosmina sp.","undetermined",25,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Chydorus sp.","undetermined",10,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Daphnia sp.","undetermined",7,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Diacyclops thomasi","undetermined",27,NA,NA,"Cyclopoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Calanoida","copepodid",22,NA,NA,"Calanoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Cyclopoida","copepodid",33,NA,NA,"Cyclopoid","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RB47",4,4,0.0036,"Cladocera","undetermined",3,NA,NA,"Cladocera","small","RB47 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Diaptomidae","adult",3,NA,NA,"Calanoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Alona sp.","undetermined",1,NA,NA,"Cladocera","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Acanthocyclops sp.","adult",2,NA,NA,"Cyclopoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Acanthocyclops sp.","copepodid",23,NA,NA,"Cyclopoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Eurytemora affinis","adult",4,NA,NA,"Calanoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Sinocalanus doerrii","copepodid",1,NA,NA,"Calanoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Bosmina sp.","undetermined",3,NA,NA,"Cladocera","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Chydorus sp.","undetermined",6,NA,NA,"Cladocera","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Daphnia sp.","undetermined",5,NA,NA,"Cladocera","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Diacyclops thomasi","undetermined",5,NA,NA,"Cyclopoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Calanoida","copepodid",10,NA,NA,"Calanoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"A","DWSC.Winter","RK69",3,5,0.0017,"Cyclopoida","copepodid",5,NA,NA,"Cyclopoid","small","RK69 DWSC.Winter A"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Eurytemora affinis","copepodid",1,NA,NA,"Calanoid","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Diacyclops thomasi","undetermined",1,NA,NA,"Cyclopoid","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","large","RB75 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Eurytemora affinis","copepodid",2,NA,NA,"Calanoid","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Calanoida","copepodid",4,NA,NA,"Calanoid","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Scapholeberis sp.","undetermined",1,NA,NA,"Cladocera","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Cyclopoida","copepodid",3,NA,NA,"Cyclopoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","large","RB75 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Eucyclops sp.","undetermined",1,NA,NA,"Cyclopoid","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Acanthocyclops sp.","copepodid",19,NA,NA,"Cyclopoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Diacyclops thomasi","undetermined",5,NA,NA,"Cyclopoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RN90",2,5,0,"Acanthocyclops sp.","copepodid",1,NA,NA,"Cyclopoid","large","RN90 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RN90",2,5,0,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","large","RN90 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Daphnia sp.","undetermined",2,NA,NA,"Cladocera","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Ostracoda","undetermined",1,NA,NA,"Ostracod","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Cladocera","undetermined",5,NA,NA,"Cladocera","large","RB75 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RD03",4,4,0.005,"Daphnia sp.","undetermined",6,NA,NA,"Cladocera","large","RD03 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Simocephalus sp.","undetermined",1,NA,NA,"Cladocera","large","RB75 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Osphranticum labronectum","adult",1,NA,NA,"Calanoid","large","RB75 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA21",3,5,0.0012,"Hyallela azteca","undetermined",1,NA,NA,"Amphipod","large","RA21 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Diacyclops thomasi","undetermined",5,NA,NA,"Cyclopoid","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RN90",2,5,0,"Daphnia sp.","undetermined",2,NA,NA,"Cladocera","large","RN90 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA21",3,5,0.0012,"Cyclopoida","copepodid",2,NA,NA,"Cyclopoid","large","RA21 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Bosmina sp.","undetermined",8,NA,NA,"Cladocera","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RN90",2,5,0,"Acanthocyclops sp.","adult",1,NA,NA,"Cyclopoid","large","RN90 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI44",4,3,0.0079,"Simocephalus sp.","undetermined",2,NA,NA,"Cladocera","large","RI44 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI44",4,3,0.0079,"Daphnia sp.","Resting egg",1,NA,NA,"Cladocera","large","RI44 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI44",4,3,0.0079,"Acanthocyclops sp.","adult",1,NA,NA,"Cyclopoid","large","RI44 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Bosmina sp.","undetermined",1,NA,NA,"Cladocera","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Chydorus sp.","undetermined",1,NA,NA,"Cladocera","large","RB75 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI44",4,3,0.0079,"Cladocera","undetermined",14,NA,"Very digested, number comes from counting eyes","Cladocera","large","RI44 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RB75",4,5,0.0034,"Daphnia sp.","undetermined",13,NA,NA,"Cladocera","large","RB75 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RK94",3,5,0.0016,"Sinocalanus doerrii","adult",1,NA,NA,"Calanoid","large","RK94 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Eurytemora affinis","copepodid",1,NA,NA,"Calanoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Sinocalanus doerrii","adult",1,NA,NA,"Calanoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RG31",5,4,0.0049,"Chydorus sp.","undetermined",20,NA,NA,"Cladocera","large","RG31 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","OO98",4,5,0.0056,"Chydorus sp.","undetermined",3,NA,NA,"Cladocera","large","OO98 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RA25",4,4,0.0031,"Chydorus sp.","undetermined",6,NA,NA,"Cladocera","large","RA25 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RD03",4,4,0.005,"Acanthocyclops sp.","adult",7,NA,NA,"Cyclopoid","large","RD03 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Calanoida","copepodid",4,NA,NA,"Calanoid","large","RB43 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RD03",4,4,0.005,"Acanthocyclops sp.","copepodid",3,NA,NA,"Cyclopoid","large","RD03 RV.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI44",4,3,0.0079,"Daphnia sp.","undetermined",12,NA,NA,"Cladocera","large","RI44 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RN05",3,5,0.0024,"Daphnia sp.","undetermined",3,NA,NA,"Cladocera","large","RN05 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RL24",3,5,9e-04,"Sinocalanus doerrii","adult",1,NA,NA,"Calanoid","large","RL24 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RL24",3,5,9e-04,"Sinocalanus doerrii","copepodid",3,NA,NA,"Calanoid","large","RL24 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","OO98",4,5,0.0056,"Acanthocyclops sp.","copepodid",14,NA,NA,"Cyclopoid","large","OO98 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","OO98",4,5,0.0056,"Eurytemora affinis","adult",3,NA,NA,"Calanoid","large","OO98 DWSC.Winter B"
"Cage Prototypes",2019-02-25,"B","RV.Winter","RI84",4,5,0.0063,"Insecta","adult",1,NA,"too digested to ID further","Other","large","RI84 RV.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","OO98",4,5,0.0056,"Bosmina sp.","undetermined",2,NA,NA,"Cladocera","large","OO98 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RH51",4,5,0.0023,"Acanthocyclops sp.","adult",6,NA,NA,"Cyclopoid","large","RH51 DWSC.Winter B"
"Cage Prototypes",2019-03-27,"B","DWSC.Winter","RB43",4,4,0.0033,"Sinocalanus doerrii","copepodid",2,NA,NA,"Calanoid","large","RB43 DWSC.Winter B"
