Location,Date,Method,TowDistance,SetTime,FlowMeterStart,FlowMeterEnd,Rotations,MeshSize,RingSize,TotalVolume,SubsampledVolume,Taxon,Count,nSubsamples,TaxonomicGrouping,BiomassIndex,TotalBiomass,RingSize_m,distance,volumesampled,samplecount,ind_m3,samplebiomass,bio_m3,radius,Taxa
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaphanosoma,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Disparalona,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurycercus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Graptoleberis,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ilyocryptus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Kurzia,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Leydigia,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Macrothrix,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Moina,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Monospilus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Picripleuroxus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pleuroxus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudochydorus,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sida,0,NA,Cladocera,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Simocephalus,8,1,Cladocera,1,8,0.5,13.973973973974,2.743783373630725,178.28571428571428,64.97805766998172,178.28571428571428,64.97805766998172,100,Cladocera
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Harpacticoids,5,1,Harpacticoid,1,5,0.5,13.973973973974,2.743783373630725,111.42857142857142,40.61128604373858,111.42857142857142,40.61128604373858,100,Harpacticoid
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Americorophium,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Annelid,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby Clam,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby snail,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Clam,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Corophium spp.,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cumacean,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish eggs,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Gammarus spp.,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Insect larvae,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Isopod,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Larval Fish,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Mysids,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Shrimp,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Snail,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Snail,0,NA,Macrozoo,NA,0,0.5,13.973973973974,2.743783373630725,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,0.3,Rotifers,194,1,Microzoo,0.12,23.28,0.5,9.13682913682914,1.7940122058354742,56906.66666666667,31720.33416582311,6828.800000000001,3806.4400998987735,100,Microzoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,0.3,Barnacles,0,NA,Microzoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Microzoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,0.3,Copepod nauplii,133,1,Microzoo,0.1,13.3,0.5,9.13682913682914,1.7940122058354742,39013.333333333336,21746.414660074606,3901.333333333334,2174.6414660074606,100,Microzoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,0.3,Ostracods,0,NA,Microzoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Microzoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acanthocyclops vernalis adult,5,1,Cyclopoid,3.36,16.8,0.5,9.13682913682914,1.7940122058354742,157.14285714285717,87.5929698982597,528,294.31237885815256,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acanthocyclops vernalis copepodid,0,NA,Cyclopoid,1.68,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cyclopoid adult,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cyclopoid copepodid,105,1,Cyclopoid,1.68,176.4,0.5,9.13682913682914,1.7940122058354742,3300,1839.4523678634534,5544.000000000001,3090.279978010602,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diacyclops thomasi,5,1,Cyclopoid,3.36,16.8,0.5,9.13682913682914,1.7940122058354742,157.14285714285717,87.5929698982597,528,294.31237885815256,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ectocyclops phaleratus,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eucyclops prionophorus,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona copepodid,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona sinensis,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona spp.,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Limnoithona tetraspina,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Macrocyclops albidus,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Mesocyclops edax,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Microcyclops rubellus,1,1,Cyclopoid,3.36,3.36,0.5,9.13682913682914,1.7940122058354742,31.42857142857143,17.51859397965194,105.60000000000001,58.862475771630514,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona copepodid,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona davisae,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona similis,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Oithona spp.,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Paracyclops sp.,0,NA,Cyclopoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cyclopoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartia copepodid,0,NA,Calanoid,1.301,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartia spp.,0,NA,Calanoid,0,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartiella copepodid,0,NA,Calanoid,1.162,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Acartiella sinensis,0,NA,Calanoid,2.666,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Calanoid copepodid,2,1,Calanoid,1.5,3,0.5,9.13682913682914,1.7940122058354742,62.85714285714286,35.03718795930388,94.28571428571429,52.55578193895581,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaptomus copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaptomus spp.,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurytemora affinis adult,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurytemora affinis copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Osphranticum copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Osphranticum labronectum,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudodiaptomus forbesi adult,1,1,Calanoid,2.662,2.662,0.5,9.13682913682914,1.7940122058354742,31.42857142857143,17.51859397965194,83.66285714285715,46.63449717383346,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudodiaptomus forbesi copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sinocalanus doerrii adult,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sinocalanus doerrii copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Skistodiaptomus pallidus,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Tortanus copepodid,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Tortanus spp.,0,NA,Calanoid,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Calanoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Alona,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Alonella,2,1,Cladocera,0.6,1.2,0.5,9.13682913682914,1.7940122058354742,62.85714285714286,35.03718795930388,37.714285714285715,21.022312775582325,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Bosmina,32,1,Cladocera,0.6,19.2,0.5,9.13682913682914,1.7940122058354742,1005.7142857142858,560.595007348862,603.4285714285714,336.3570044093172,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Camptocercus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ceriodaphnia,13,1,Cladocera,1.4,18.2,0.5,9.13682913682914,1.7940122058354742,408.5714285714286,227.7417217354752,572,318.83841042966526,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Chydorus,23,1,Cladocera,0.6,13.8,0.5,9.13682913682914,1.7940122058354742,722.8571428571429,402.92766153199454,433.7142857142858,241.75659691919677,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Daphnia,12,1,Cladocera,4,48,0.5,9.13682913682914,1.7940122058354742,377.14285714285717,210.22312775582324,1508.5714285714287,840.892511023293,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Diaphanosoma,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Disparalona,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Eurycercus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Graptoleberis,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Ilyocryptus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Kurzia,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Leydigia,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Macrothrix,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Moina,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Monospilus dispar,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Picripleuroxus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pleuroxus,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Pseudochydorus,1,1,Cladocera,0.6,0.6,0.5,9.13682913682914,1.7940122058354742,31.42857142857143,17.51859397965194,18.857142857142858,10.511156387791162,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Scaphloberis,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Sida,0,NA,Cladocera,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Simocephalus,3,1,Cladocera,1,3,0.5,9.13682913682914,1.7940122058354742,94.28571428571429,52.55578193895581,94.28571428571429,52.55578193895581,100,Cladocera
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Harpacticoids,2,1,Harpacticoid,1,2,0.5,9.13682913682914,1.7940122058354742,62.85714285714286,35.03718795930388,62.85714285714286,35.03718795930388,100,Harpacticoid
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Americorophium,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Annelid,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Baby Clam,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Baby snail,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Clam,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Corophium spp.,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Cumacean,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Fish,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Fish eggs,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Gammarus spp.,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Insect larvae,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Isopod,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Larval Fish,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Mysids,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Shrimp,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-12,Tow,NA,2,976600,976940,340,50,50,88,2.8,Snail,0,NA,Macrozoo,NA,0,0.5,9.13682913682914,1.7940122058354742,0,0,0,0,100,Macrozoo
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Rotifers,353,1,Microzoo,0.12,42.36,0.5,35.4455224455224,6.959712057344089,167675,24092.23235364522,20121,2891.0678824374263,100,Microzoo
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Barnacles,0,NA,Microzoo,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Microzoo
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Copepod nauplii,124,1,Microzoo,0.1,12.4,0.5,35.4455224455224,6.959712057344089,58900,8462.993801280474,5890,846.2993801280473,100,Microzoo
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,0.2,Ostracods,0,NA,Microzoo,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Microzoo
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acanthocyclops vernalis adult,0,NA,Cyclopoid,3.36,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Acanthocyclops vernalis copepodid,0,NA,Cyclopoid,1.68,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Cyclopoid adult,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Cyclopoid copepodid,35,1,Cyclopoid,1.68,58.8,0.5,35.4455224455224,6.959712057344089,2770.8333333333335,398.1247083935707,4655,668.8495101011987,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Diacyclops thomasi,3,1,Cyclopoid,3.36,10.08,0.5,35.4455224455224,6.959712057344089,237.5,34.1249750051632,798,114.65991601734835,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Ectocyclops phaleratus,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Eucyclops sp.,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona copepodid,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona sinensis,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona spp.,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Limnoithona tetraspina,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
RV,2019-02-15,Tow,NA,2,977000,978319,1319,50,50,95,1.2,Macrocyclops albidus,0,NA,Cyclopoid,NA,0,0.5,35.4455224455224,6.959712057344089,0,0,0,0,100,Cyclopoid
