"Study","Year","Month","Date","Site","Treatment","Cage ID","Tag","Fullness","Digestion","Total Contents Weight","Prey Taxa","LH Stage","Prey Taxa LH Stage","Count","Taxa Weight","Comments"
NA,"2019","11",2019-11-06,NA,NA,"B","RV_110619_25",3,5,6e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",13,6e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_36",2,5,6e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,0,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_36",2,5,6e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",4,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_10",4,5,0.0058,"Acanthocyclops sp.","adult","Acanthocyclops adult",59,0.0026,"weight combined"
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_10",4,5,0.0058,"Eurytemora affinis","adult","Eurytemora affinis adult",27,0.001,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_10",4,5,0.0058,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",6,0,NA
NA,"2019","11",2019-11-06,NA,NA,"A","RV_110619_1",4,5,7e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",19,7e-04,NA
NA,"2019","11",2019-11-06,NA,NA,"A","RV_110619_1",4,5,7e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,0,NA
NA,"2019","11",2019-11-06,NA,NA,"C","RV_110619_34",3,5,7e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",8,3e-04,NA
NA,"2019","11",2019-11-06,NA,NA,"C","RV_110619_34",3,5,7e-04,"Diacyclops thomasi","adult","Diacyclops thomasi adult",1,0,NA
NA,"2019","11",2019-11-06,NA,NA,"C","RV_110619_34",3,5,7e-04,"Eucyclops sp.","adult","Eucyclops adult",1,0,NA
NA,"2019","11",2019-11-06,NA,NA,"B","RV_110619_24",3,5,0.001,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",14,6e-04,NA
NA,"2019","11",2019-11-06,NA,NA,"C","RV_110619_36",3,5,4e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",5,0,NA
NA,"2019","11",2019-11-06,NA,NA,"A","RV_110619_10",4,5,0.0034,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",6,2e-04,NA
NA,"2019","11",2019-11-06,NA,NA,"A","RV_110619_8",3,4,4e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",4,0,NA
NA,"2019","11",2019-11-06,NA,NA,"C","RV_110619_32",3,5,0.0038,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",6,0,NA
NA,"2019","8",2019-08-28,NA,NA,"A","RV_082819_1",3,5,0.001,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",2,0,NA
NA,"2019","8",2019-08-28,NA,NA,"A","RV_082819_8",2,5,0,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",5,0,"Total weight of full sample  is .0007"
NA,"2019","8",2019-08-28,NA,NA,"B","RV_082819_10",2,3,0,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",2,0,NA
NA,"2019","8",2019-08-28,NA,NA,"B","RV_082819_12",2,5,9e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",2,0,NA
NA,"2019","8",2019-08-28,NA,NA,"B","RV_082819_15",3,5,6e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",3,0,NA
NA,"2019","8",2019-08-28,NA,NA,"C","RV_082819_17",4,5,0.002,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",3,0,NA
NA,"2019","8",2019-08-28,NA,NA,"C","RV_082819_22",4,5,0.0022,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",5,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_9",3,4,7e-04,"Pseudodiaptomus forbesi","adult","Pseudodiaptomus forbesi adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_9",3,4,7e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",15,2e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_9",3,4,7e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",5,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_25",5,5,0.0013,"Acanthocyclops sp.","adult","Acanthocyclops adult",30,5e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_25",5,5,0.0013,"Eurytemora affinis","adult","Eurytemora affinis adult",9,3e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_25",5,5,0.0013,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_2",3,4,8e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",3,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_2",3,4,8e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_8",3,5,0.001,"Acanthocyclops sp.","adult","Acanthocyclops adult",8,3e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"A","SM_110719_8",3,5,0.001,"Eurytemora affinis","adult","Eurytemora affinis adult",2,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_17",2,5,6e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",6,2e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_17",2,5,6e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",4,4e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_20",3,5,0.001,"Acanthocyclops sp.","adult","Acanthocyclops adult",9,5e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_20",3,5,0.001,"Eurytemora affinis","adult","Eurytemora affinis adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_22",3,5,7e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",10,3e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_22",3,5,7e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",4,4e-04,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_23",3,5,8e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",9,8e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_23",3,5,8e-04,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_16",3,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_24",2,5,3e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"B","SM_110719_24",2,5,3e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",2,0,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_32",4,5,8e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",17,8e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_32",4,5,8e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",2,0,"If you combine all the animals below for thie sample the weight would be .0002"
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_32",4,5,8e-04,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",1,0,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_35",3,5,5e-04,"Acanthocyclops sp.","adult","Acanthocyclops adult",8,5e-04,"copepod weight combined"
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_35",3,5,5e-04,"Eurytemora affinis","adult","Eurytemora affinis adult",2,0,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_35",3,5,5e-04,"Sinocalanus doerrii","adult","Sinocalanus doerrii adult",2,0,NA
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_37",3,5,0,"Eurytemora affinis","adult","Eurytemora affinis adult",2,0,"not a whole stomach"
NA,"2019","11",2019-11-07,NA,NA,"C","SM_110719_37",3,5,0,"Acanthocyclops sp.","adult","Acanthocyclops adult",6,0,NA
"Cage Prototypes","2019","3",2019-03-22,"Sac DWSC",NA,"FCCL Control Tank 2","RC01",3,5,0.000700000000000001,"Calanoida","copepodid","Calanoida copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RK73",3,4,0.0014,"Cyclopoida","copepodid","Cyclopoida copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RI08",4,4,0.002,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",15,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RI08",4,4,0.002,"Cyclopoida","copepodid","Cyclopoida copepodid",6,NA,NA
"Cage Prototypes","2019","3",2019-03-22,"Sac DWSC",NA,"FCCL Control Tank 1","RA96",5,6,0.0034,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-22,"Sac DWSC",NA,"FCCL Control Tank 2","RD45",2,6,2e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RI87",4,3,0.0025,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",15,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RI87",4,3,0.0025,"Cyclopoida","copepodid","Cyclopoida copepodid",17,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RD43",4,5,0.0015,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",34,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RD43",4,5,0.0015,"Cyclopoida","copepodid","Cyclopoida copepodid",14,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RH89",3,5,0.000399999999999999,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RB51",6,5,0.0083,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",82,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RB51",6,5,0.0083,"Cyclopoida","copepodid","Cyclopoida copepodid",70,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN51",5,5,0.0048,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",67,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN51",5,5,0.0048,"Cyclopoida","copepodid","Cyclopoida copepodid",56,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN51",5,5,0.0048,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN51",5,5,0.0048,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN51",5,5,0.0048,"Calanoida","copepodid","Calanoida copepodid",3,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RB15",4,5,0.0047,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",41,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RB15",4,5,0.0047,"Cyclopoida","copepodid","Cyclopoida copepodid",20,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RB15",4,5,0.0047,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RG69",4,5,0.0032,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",40,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RG69",4,5,0.0032,"Cyclopoida","copepodid","Cyclopoida copepodid",13,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RG69",4,5,0.0032,"Calanoida","copepodid","Calanoida copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RN63",4,4,0.0036,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",24,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RN63",4,4,0.0036,"Cyclopoida","copepodid","Cyclopoida copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RN63",4,4,0.0036,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RN63",4,4,0.0036,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RJ34",4,5,0.0027,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",26,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RJ34",4,5,0.0027,"Cyclopoida","copepodid","Cyclopoida copepodid",6,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","OO73",5,5,0.0039,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",69,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","OO73",5,5,0.0039,"Cyclopoida","copepodid","Cyclopoida copepodid",17,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","OO73",5,5,0.0039,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","OO73",5,5,0.0039,"Sinocalanus doerrii","copepodid","Sinocalanus doerrii copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","OO73",5,5,0.0039,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RF32",4,5,0.0022,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",28,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RF32",4,5,0.0022,"Cyclopoida","copepodid","Cyclopoida copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN93",5,5,0.0052,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",59,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN93",5,5,0.0052,"Cyclopoida","copepodid","Cyclopoida copepodid",19,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"F","RN93",5,5,0.0052,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",10,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","OO19",4,5,0.003,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",34,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","OO19",4,5,0.003,"Cyclopoida","copepodid","Cyclopoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","OO19",4,5,0.003,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RG31",5,4,0.0049,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",29,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RG31",5,4,0.0049,"Cyclopoida","copepodid","Cyclopoida copepodid",13,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RG31",5,4,0.0049,"Calanoida","copepodid","Calanoida copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RG31",5,4,0.0049,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RB43",4,4,0.0033,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",19,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RB43",4,4,0.0033,"Cyclopoida","copepodid","Cyclopoida copepodid",3,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RB43",4,4,0.0033,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RB43",4,4,0.0033,"Sinocalanus doerrii","copepodid","Sinocalanus doerrii copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RB43",4,4,0.0033,"Calanoida","copepodid","Calanoida copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RN73",4,5,0.0015,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",23,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RN73",4,5,0.0015,"Cyclopoida","copepodid","Cyclopoida copepodid",5,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RN73",4,5,0.0015,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO67",4,4,0.003,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",17,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO67",4,4,0.003,"Cyclopoida","copepodid","Cyclopoida copepodid",11,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO67",4,4,0.003,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO67",4,4,0.003,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RA25",4,4,0.0031,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",24,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RA25",4,4,0.0031,"Cyclopoida","copepodid","Cyclopoida copepodid",11,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RA25",4,4,0.0031,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"B","RA25",4,4,0.0031,"Calanoida","copepodid","Calanoida copepodid",1,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"E","RF92",3,5,0.002,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",2,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"C","OO27",3,5,0.003,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",11,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"C","OO27",3,5,0.003,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"D","RK47",3,5,0.0019,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"D","RK47",3,5,0.0019,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","2",2019-02-25,"RIVERS",NA,"D","RC39",4,4,0.0049,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Cage Prototypes","2019","5",2019-05-08,"Sac DWSC",NA,"D","RH60",3,6,0.0017,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",40,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RN62",4,5,0.0029,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",66,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RN62",4,5,0.0029,"Cyclopoida","copepodid","Cyclopoida copepodid",17,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RN62",4,5,0.0029,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RN62",4,5,0.0029,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RG30",3,6,6e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",6,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RG05",3,6,8e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",31,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI35",4,5,0.0027,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",37,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI35",4,5,0.0027,"Cyclopoida","copepodid","Cyclopoida copepodid",25,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI35",4,5,0.0027,"Calanoida","copepodid","Calanoida copepodid",14,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO49",3,5,0.0029,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",49,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO49",3,5,0.0029,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","OO49",3,5,0.0029,"Cyclopoida","copepodid","Cyclopoida copepodid",6,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI89",4,5,0.0027,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",91,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI89",4,5,0.0027,"Cyclopoida","copepodid","Cyclopoida copepodid",28,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RI89",4,5,0.0027,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",6,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RL96",3,5,9e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",29,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RL96",3,5,9e-04,"Calanoida","copepodid","Calanoida copepodid",3,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",49,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Cyclopoida","copepodid","Cyclopoida copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RG08",3,5,0.0013,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",13,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RG08",3,5,0.0013,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RF14",3,5,0.0014,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","RF14",3,5,0.0014,"Cyclopoida","copepodid","Cyclopoida copepodid",12,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","OO04",2,5,0.0011,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",14,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"D","OO04",2,5,0.0011,"Calanoida","copepodid","Calanoida copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RL96",3,5,9e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",29,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RL96",3,5,9e-04,"Calanoida","copepodid","Calanoida copepodid",3,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Cyclopoida","copepodid","Cyclopoida copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Diaptomidae","copepodid","Diaptomidae copepodid",1,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RH18",3,5,0.0015,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",4,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RC11",3,5,7e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",17,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RC11",3,5,7e-04,"Calanoida","copepodid","Calanoida copepodid",2,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RC11",3,5,7e-04,"Cyclopoida","copepodid","Cyclopoida copepodid",7,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RJ54",5,5,0.0032,"Calanoida","copepodid","Calanoida copepodid",9,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RJ54",5,5,0.0032,"Cyclopoida","copepodid","Cyclopoida copepodid",10,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RJ54",5,5,0.0032,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",78,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"C","RJ54",5,5,0.0032,"Eurytemora affinis","copepodid","Eurytemora affinis copepodid",5,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RI67",3,5,9e-04,"Acanthocyclops sp.","copepodid","Acanthocyclops copepodid",46,NA,NA
"Cage Prototypes","2019","3",2019-03-27,"Sac DWSC",NA,"E","RI67",3,5,9e-04,"Cyclopoida","copepodid","Cyclopoida copepodid",10,NA,NA
