"Study","Site","Date","Cage","SampleType","FlowMeterStart","FlowMeterEnd","Rotations","VolumeSampled","TotalVolume","SubsampledVolume","Taxon","Count","AdjCount","CPUE"
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Tortanus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Alona",1,74,26.5084086426065
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Alonella",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Bosmina",3,222,79.5252259278196
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Camptocercus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Ceriodaphnia",3,222,79.5252259278196
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Chydorus",6,444,159.050451855639
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Daphnia",4,296,106.033634570426
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Diaphanosoma",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Disparalona",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Eurycercus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Graptoleberis",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Ilyocryptus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Kurzia",1,74,26.5084086426065
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Leydigia",2,148,53.0168172852131
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Macrothrix",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Moina",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Monospilus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Picripleuroxus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Pleuroxus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Pseudochydorus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Scapholeberis",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Sida",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Simocephalus",2,148,53.0168172852131
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Harpacticoida",1,74,26.5084086426065
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Americorophium",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Annelida",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Bivalvia",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Gastropoda",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Bivalvia",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Corophium",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Cumacean",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Fish",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Fish eggs",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Gammarus",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Insecta larvae",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Isopod",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Larval Fish",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Mysid",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Shrimp",0,0,0
"Enclosure Prototype","Rio Vista",2019-02-22,NA,"Tow",982647,982894,247,2.7915670456755,111,1.5,"Gastropoda",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,2.5,"Rotifer",177,5026.8,1555.15780265875
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,2.5,"Barnacle nauplii",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,2.5,"Copepod nauplii",135,3834,1186.1373071126
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,2.5,"Ostracoda",5,142,43.9310113745408
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acanthocyclops adult",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acanthocyclops copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Cyclopoida adult",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Cyclopoida copepodid",33,187.44,57.9889350143939
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Diacyclops thomasi",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Ectocyclops phaleratus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Eucyclops elegans",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Limnoithona copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Limnoithona sinensis",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Limnoithona",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Limnoithona tetraspina",13,73.84,22.8441259147612
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Mesocyclops edax",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Microcyclops rubellus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Monospilus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Oithona copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Oithona davisae",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Oithona similis",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Oithona",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Paracyclops",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Paracyclops poppei",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acartia copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acartia",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acartiella copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Acartiella sinensis",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Calanoida copepodid",68,386.24,119.492350938751
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Diaptomus copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Diaptomus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Eurytemora carolleeae adult",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Eurytemora carolleeae copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Hesperodiaptomus franciscanus",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Osphranticum copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Osphranticum labronectum",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Pseudodiaptomus forbesi adult",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Pseudodiaptomus forbesi copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Sinocalanus doerrii adult",15,85.2,26.3586068247245
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Sinocalanus doerrii copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Skistodiaptomus pallidus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Tortanus copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Tortanus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Alona",2,11.36,3.51448090996327
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Alonella",2,11.36,3.51448090996327
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Bosmina",33,187.44,57.9889350143939
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Camptocercus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Ceriodaphnia",10,56.8,17.5724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Chydorus",8,45.44,14.0579236398531
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Daphnia",10,56.8,17.5724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Diaphanosoma",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Disparalona",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Dunhevedia",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Eurycercus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Graptoleberis",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Ilyocryptus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Kurzia",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Leydigia",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Macrothrix",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Moina",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Monospilus",1,5.68,1.75724045498163
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Picripleuroxus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Pleuroxus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Pseudochydorus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Scapholeberis",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Sida",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Simocephalus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Harpacticoida",2,11.36,3.51448090996327
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Americorophium",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Annelida",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Bivalvia",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Gastropoda",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Bivalvia",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Corophium",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Cumacean",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Fish",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Fish eggs",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Gammarus",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Insecta larvae",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Isopod",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Larval Fish",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Mysid",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Shrimp",0,0,0
"Enclosure Prototype","SDWSC",2019-02-28,NA,"Tow",985100,985386,286,3.23234078972952,71,12.5,"Gastropoda",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,0.5,"Rotifer",191,25212,2690.92540146476
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,0.5,"Barnacle nauplii",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,0.5,"Copepod nauplii",116,15312,1634.27930141315
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,0.5,"Ostracoda",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acanthocyclops adult",2,11.4782608695652,1.22509692759606
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acanthocyclops copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Cyclopoida adult",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Cyclopoida copepodid",83,476.347826086957,50.8415224952367
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Diacyclops thomasi",2,11.4782608695652,1.22509692759606
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Ectocyclops phaleratus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Eucyclops",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Limnoithona copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Limnoithona sinensis",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Limnoithona",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Limnoithona tetraspina",17,97.5652173913043,10.4133238845665
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Macrocyclops albidus",1,5.73913043478261,0.612548463798032
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Mesocyclops edax",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Microcyclops rubellus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Monospilus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Oithona copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Oithona davisae",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Oithona similis",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Oithona",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Paracyclops chiltoni",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acartia copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acartia",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acartiella copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Acartiella sinensis",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Calanoida copepodid",54,309.913043478261,33.0776170450937
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Diaptomus copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Diaptomus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Eurytemora carolleeae adult",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Eurytemora carolleeae copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Hesperodiaptomus franciscanus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Osphranticum copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Osphranticum labronectum",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Pseudodiaptomus forbesi adult",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Pseudodiaptomus forbesi copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Sinocalanus doerrii adult",47,269.739130434783,28.7897777985075
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Sinocalanus doerrii copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Skistodiaptomus pallidus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Tortanus copepodid",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Tortanus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Alona",3,17.2173913043478,1.8376453913941
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Alonella",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Bosmina",25,143.478260869565,15.3137115949508
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Camptocercus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Ceriodaphnia",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Chydorus",6,34.4347826086956,3.67529078278819
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Daphnia",2,11.4782608695652,1.22509692759606
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Diaphanosoma",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Disparalona",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Eurycercus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Graptoleberis",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Ilyocryptus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Kurzia",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Leydigia",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Macrothrix",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Moina",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Monospilus",3,17.2173913043478,1.8376453913941
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Picripleuroxus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Pleuroxus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Pseudochydorus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Scapholeberis",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Sida",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Simocephalus",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Harpacticoida",9,51.6521739130435,5.51293617418229
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Americorophium",0,0,0
"Enclosure Prototype","SDWSC",2019-03-01,NA,"Tow",985000,985829,829,9.36926753386635,66,11.5,"Annelida",0,0,0
