Location,Date,Method,TowDistance,SetTime,FlowMeterStart,FlowMeterEnd,Rotations,MeshSize,RingSize,TotalVolume,SubsampledVolume,Taxon,Count,nSubsamples,TaxonomicGrouping,BiomassIndex,TotalBiomass
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Baby Clam,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Baby snail,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Clam,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Corophium spp.,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Cumacean,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Fish,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Fish eggs,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Gammarus spp.,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Insect larvae,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Isopod,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Larval Fish,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Mysids,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Shrimp ,0,,Macrozoo,,0
RV,1/29/2019,Tow,NA,2,971100,971988,888,50,50,75,1.8,Snail,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,0.2,Rotifers,103,1,Microzoo,0.12,12.36
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,0.2,Barnacles ,0,,Microzoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,0.2,Copepod nauplii ,250,1,Microzoo,0.1,25
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,0.2,Ostracods,1,1,Microzoo,0.6,0.6
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acanthocyclops vernalis adult,1,1,Cyclopoid,3.36,3.36
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Cyclopoid adult,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Cyclopoid copepodid,155,1,Cyclopoid,1.68,260.4
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Diacyclops thomasi,2,1,Cyclopoid,3.36,6.72
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Eucyclops pectinifer,1,1,Cyclopoid,3.36,3.36
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Limnoithona copepodid,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Limnoithona sinensis,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Limnoithona spp.,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Mesocyclops edax,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Microcyclops rubellus,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Monospilus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Oithona copepodid,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Oithona davisae,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Oithona similis,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Oithona spp. ,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Paracyclops spp.,0,,Cyclopoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acartia copepodid,0,,Calanoid,1.301,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acartia spp.,0,,Calanoid,0,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acartiella copepodid,0,,Calanoid,1.162,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Calanoid copepodid,4,1,Calanoid,1.5,6
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Diaptomus copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Diaptomus spp.,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Eurytemora affinis adult,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Eurytemora affinis copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Osphranticum copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Osphranticum labronectum,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Pseudodiaptomus forbesi adult,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Pseudodiaptomus forbesi copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Sinocalanus doerrii adult ,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Sinocalanus doerrii copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Skistodiaptomus pallidus,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Tortanus copepodid,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Tortanus spp. ,0,,Calanoid,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Alona,4,1,Cladocera,0.6,2.4
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Alonella,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Anchistropus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Bosmina,6,1,Cladocera,0.6,3.6
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Camptocercus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Ceriodaphnia,1,1,Cladocera,1.4,1.4
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Chydorus,19,1,Cladocera,0.6,11.4
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Daphnia,10,1,Cladocera,4,40
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Diaphanosoma,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Disparalona,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Eurycercus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Graptoleberis,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Ilyocryptus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Kurzia,1,1,Cladocera,0.6,0.6
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Leydigia,1,1,Cladocera,0.6,0.6
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Macrothrix,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Moina,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Monospilus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Picripleuroxus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Pleuroxus,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Scaphloberis,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Sida,0,,Cladocera,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Simocephalus,4,1,Cladocera,1,4
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Harpacticoids,1,1,Harpacticoid,1,1
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Americorophium,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Annelid,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Baby Clam,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Baby snail,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Clam,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Corophium spp.,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Cumacean,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Fish,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Fish eggs,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Gammarus spp.,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Insect larvae,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Isopod,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Larval Fish,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Mysids,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Shrimp ,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Snail,0,,Macrozoo,,0
RV,1/31/2019,Tow,NA,2,972400,973017,617,50,50,74,1.7,Snail,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,0.5,Rotifers,178,1,Microzoo,0.12,21.36
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,0.5,Barnacles ,0,,Microzoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,0.5,Copepod nauplii ,150,1,Microzoo,0.1,15
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,0.5,Ostracods,0,,Microzoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acanthocyclops vernalis adult,6,1,Cyclopoid,3.36,20.16
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Cyclopoid adult,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Cyclopoid copepodid,96,1,Cyclopoid,1.68,161.28
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Diacyclops thomasi,4,1,Cyclopoid,3.36,13.44
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Eucyclops sp.,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Limnoithona copepodid,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Limnoithona sinensis,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Limnoithona spp.,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Macrocyclops albidus,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Mesocyclops edax,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Microcyclops rubellus,1,1,Cyclopoid,3.36,3.36
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Monospilus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Oithona copepodid,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Oithona davisae,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Oithona similis,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Oithona spp. ,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Paracyclops chiltoni,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Paracyclops sp.,0,,Cyclopoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acartia copepodid,0,,Calanoid,1.301,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acartia spp.,0,,Calanoid,0,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acartiella copepodid,0,,Calanoid,1.162,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Calanoid copepodid,10,1,Calanoid,1.5,15
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Diaptomus copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Diaptomus spp.,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Eurytemora affinis adult,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Eurytemora affinis copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Osphranticum copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Osphranticum labronectum,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pseudodiaptomus forbesi adult,3,1,Calanoid,2.662,7.986
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pseudodiaptomus forbesi copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Sinocalanus doerrii adult ,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Sinocalanus doerrii copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Skistodiaptomus pallidus,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Tortanus copepodid,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Tortanus spp. ,0,,Calanoid,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Alona,6,1,Cladocera,0.6,3.6
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Alonella,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Bosmina ,19,1,Cladocera,0.6,11.4
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Camptocercus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Ceriodaphnia,5,1,Cladocera,1.4,7
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Chydorus,27,1,Cladocera,0.6,16.2
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Daphnia,11,1,Cladocera,4,44
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Diaphanosoma,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Disparalona,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Eurycercus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Graptoleberis,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Ilyocryptus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Kurzia,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Leydigia,1,1,Cladocera,0.6,0.6
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Macrothrix,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Moina,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Monospilus,1,1,Cladocera,0.6,0.6
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Picripleuroxus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pleuroxus,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pseudochydorus,1,1,Cladocera,0.6,0.6
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Scaphloberis,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Scaphloberis,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Sida,0,,Cladocera,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Simocephalus,2,1,Cladocera,1,2
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Harpacticoids,7,1,Harpacticoid,1,7
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Americorophium,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Annelid,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Baby Clam,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Baby snail,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Clam,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Corophium spp.,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Cumacean,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Fish,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Fish eggs,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Gammarus spp.,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Insect larvae,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Isopod,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Larval Fish,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Mysids,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Shrimp ,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Snail,0,,Macrozoo,,0
RV,2/6/2019,Tow,NA,2,975012,974676,336,50,50,83,2.5,Snail,0,,Macrozoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,0.5,Rotifers,153,1,Microzoo,0.12,18.36
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,0.5,Barnacles ,0,,Microzoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,0.5,Copepod nauplii ,190,1,Microzoo,0.1,19
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,0.5,Ostracods,0,,Microzoo,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acanthocyclops vernalis adult,11,1,Cyclopoid,3.36,36.96
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acanthocyclops vernalis copepodid,0,,Cyclopoid,1.68,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cyclopoid adult,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cyclopoid copepodid,116,1,Cyclopoid,1.68,194.88
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diacyclops thomasi,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ectocyclops phaleratus,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eucyclops prionophorus,2,1,Cyclopoid,3.36,6.72
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona copepodid,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona sinensis,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona spp.,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona tetraspina,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Macrocyclops albidus,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Mesocyclops edax,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Microcyclops rubellus,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Monospilus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona copepodid,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona davisae,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona similis,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona spp. ,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Paracyclops chiltoni,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Paracyclops sp.,0,,Cyclopoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartia copepodid,0,,Calanoid,1.301,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartia spp.,0,,Calanoid,0,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartiella copepodid,0,,Calanoid,1.162,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartiella sinensis ,0,,Calanoid,2.666,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Calanoid copepodid,6,1,Calanoid,1.5,9
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaptomus copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaptomus spp.,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurytemora affinis adult,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurytemora affinis copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Osphranticum copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Osphranticum labronectum,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudodiaptomus forbesi adult,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudodiaptomus forbesi copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sinocalanus doerrii adult ,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sinocalanus doerrii copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Skistodiaptomus pallidus,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Tortanus copepodid,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Tortanus spp. ,0,,Calanoid,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Alona,4,1,Cladocera,0.6,2.4
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Alonella,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Bosmina,13,1,Cladocera,0.6,7.8
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Camptocercus,0,,Cladocera,,0
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ceriodaphnia,4,1,Cladocera,1.4,5.6
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Chydorus,29,1,Cladocera,0.6,17.4
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Daphnia,11,1,Cladocera,4,44
RV,2/8/2019,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaphanosoma,0,,Cladocera,,0
