Location,Date,Method,TowDistance,SetTime,FlowMeterStart,FlowMeterEnd,Rotations,MeshSize,RingSize,TotalVolume,SubsampledVolume,Taxon,Count,nSubsamples,TaxonomicGrouping,BiomassIndex,TotalBiomass,RingSize_m
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Tortanus copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Tortanus spp.,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Alona,1,1,Cladocera,0.6,0.6,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Alonella,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Bosmina,2,1,Cladocera,0.6,1.2,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Camptocercus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Ceriodaphnia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Chydorus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Daphnia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Diaphanosoma,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Disparalona,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Eurycercus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Graptoleberis,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Ilyocryptus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Kurzia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Leydigia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Macrothrix,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Moina,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Monospilus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Picripleuroxus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Pleuroxus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Scaphloberis,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Sida,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Simocephalus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Harpacticoids,6,1,Harpacticoid,1,6,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Americorophium,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Annelid,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Baby Clam,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Baby snail,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Clam,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Corophium spp.,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Cumacean,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Fish,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Fish eggs,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Gammarus spp.,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Insect larvae,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Isopod,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Larval Fish,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Mysids,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Shrimp,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-12,Throw,6.5,NA,NA,NA,NA,50,15,82,30,Snail,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,11,Rotifers,112,1,Microzoo,0.12,13.44,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,11,Barnacles,0,NA,Microzoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,11,Copepod nauplii,217,1,Microzoo,0.1,21.7,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,11,Ostracods,2,1,Microzoo,0.6,1.2,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acanthocyclops vernalis adult,0,NA,Cyclopoid,3.36,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acanthocyclops vernalis copepodid,0,NA,Cyclopoid,1.68,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Cyclopoid adult,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Cyclopoid copepodid,52,1,Cyclopoid,1.68,87.36,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Diacyclops thomasi,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Ectocyclops phaleratus,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Eucyclops elegans,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Limnoithona copepodid,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Limnoithona sinensis,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Limnoithona spp.,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Limnoithona tetraspina,111,1,Cyclopoid,0.133,14.763,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Mesocyclops edax,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Microcyclops rubellus,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Monospilus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Oithona copepodid,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Oithona davisae,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Oithona similis,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Oithona spp.,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Paracyclops,0,NA,Cyclopoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acartia copepodid,0,NA,Calanoid,1.301,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acartia spp.,0,NA,Calanoid,0,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acartiella copepodid,0,NA,Calanoid,1.162,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Acartiella sinensis,0,NA,Calanoid,2.666,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Arctodiaptomus dorsalis,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Calanoid copepodid,38,1,Calanoid,1.5,57,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Diaptomus copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Diaptomus spp.,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Eurytemora affinis adult,5,1,Calanoid,3.068,15.34,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Eurytemora affinis copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Osphranticum copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Osphranticum labronectum,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Pseudodiaptomus forbesi adult,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Pseudodiaptomus forbesi copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Sinocalanus doerrii adult,9,1,Calanoid,3.413,30.717,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Sinocalanus doerrii copepodid,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Skistodiaptomus pallidus,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Tortanus spp.,0,NA,Calanoid,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Alona,2,1,Cladocera,0.6,1.2,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Alonella,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Bosmina,18,1,Cladocera,0.6,10.8,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Camptocercus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Ceriodaphnia,1,1,Cladocera,1.4,1.4,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Chydorus,1,1,Cladocera,0.6,0.6,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Daphnia,2,1,Cladocera,4,8,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Diaphanosoma,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Disparalona,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Eurycercus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Graptoleberis,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Ilyocryptus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Kurzia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Leydigia,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Macrothrix,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Moina,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Monospilus,1,1,Cladocera,0.6,0.6,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Picripleuroxus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Pleuroxus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Scaphloberis,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Sida,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Simocephalus,0,NA,Cladocera,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Harpacticoids,2,1,Harpacticoid,1,2,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Americorophium,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Annelid,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Baby Clam,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Baby snail,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Clam,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Corophium spp.,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Cumacean,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Fish,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Fish eggs,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Gammarus spp.,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Insect larvae,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Isopod,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Larval Fish,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Mysids,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Shrimp,0,NA,Macrozoo,NA,0,0.15
DWSC,2019-03-20,Throw,6.5,NA,NA,NA,NA,50,15,70,16,Snail,0,NA,Macrozoo,NA,0,0.15
