SiteName,Date,Method,TowDistance_m,SetTime_min,FlowMeterBegin,FlowMeterEnd,Rotations,MeshSize,RingSize_cm,TotalVolume_ml,Subsampled_ml,ID,Count,#ofSubsample,Taxa,ugC.ind,Total.Biomass,X19,QC'ed by,Date_1,RingSize_m,distance,volumesampled,samplecount,ind_m3,samplebiomass,bio_m3,radius
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Skistodiaptomus pallidus,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Tortanus copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Tortanus spp.,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Alona,6,1,Cladocera,0.6,3.6,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,199.20000000000002,52.45645613726611,119.52000000000001,31.473873682359667,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Alonella,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Bosmina,19,1,Cladocera,0.6,11.4,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,630.8000000000001,166.1121111013427,378.48,99.66726666080561,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Camptocercus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Ceriodaphnia,5,1,Cladocera,1.4,7,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,166,43.71371344772176,232.40000000000003,61.199198826810466,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Chydorus,27,1,Cladocera,0.6,16.2,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,896.4000000000001,236.0540526176975,537.84,141.6324315706185,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Daphnia,11,1,Cladocera,4,44,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,365.20000000000005,96.17016958498787,1460.8000000000002,384.6806783399515,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Diaphanosoma,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Disparalona,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Eurycercus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Graptoleberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Ilyocryptus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Kurzia,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Leydigia,1,1,Cladocera,0.6,0.6,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,33.2,8.742742689544352,19.92,5.245645613726611,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Macrothrix,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Moina,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Monospilus,1,1,Cladocera,0.6,0.6,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,33.2,8.742742689544352,19.92,5.245645613726611,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Picripleuroxus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pleuroxus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Pseudochydorus,1,1,Cladocera,0.6,0.6,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,33.2,8.742742689544352,19.92,5.245645613726611,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Scaphloberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Scaphloberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Sida,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Simocephalus,2,1,Cladocera,1,2,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,66.4,17.485485379088704,66.4,17.485485379088704,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Harpacticoids,7,1,Harpacticoid,1,7,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,232.40000000000003,61.199198826810466,232.40000000000003,61.199198826810466,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Americorophium,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Annelid,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Baby Clam,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Baby snail,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Clam,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Corophium spp.,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Cumacean,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Fish,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Fish eggs,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Gammarus spp.,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Insect larvae,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Isopod,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Larval Fish,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Mysids,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Shrimp,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Snail,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-06,Tow,NA,2,975012,974676,336,50,50,83,2.5,Snail,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,19.3401793401793,3.7974353333885316,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,0.5,Rotifers,153,1,Microzoo,0.12,18.36,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,23868,4061.26731491653,2864.16,487.3520777899835,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,0.5,Barnacles,0,NA,Microzoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,0.5,Copepod nauplii,190,1,Microzoo,0.1,19,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,29640,5043.403855125102,2964,504.34038551251024,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,0.5,Ostracods,0,NA,Microzoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acanthocyclops vernalis adult,11,1,Cyclopoid,3.36,36.96,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,245.14285714285714,41.71236271156099,823.68,140.15353871084494,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acanthocyclops vernalis copepodid,0,NA,Cyclopoid,1.68,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cyclopoid adult,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cyclopoid copepodid,116,1,Cyclopoid,1.68,194.88,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,2585.142857142857,439.87582495827957,4343.04,738.9913859299097,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diacyclops thomasi,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ectocyclops phaleratus,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eucyclops prionophorus,2,1,Cyclopoid,3.36,6.72,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,44.57142857142857,7.584065947556544,149.76,25.482461583789988,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona copepodid,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona sinensis,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona spp.,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Limnoithona tetraspina,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Macrocyclops albidus,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Mesocyclops edax,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Microcyclops rubellus,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Monospilus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona copepodid,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona davisae,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona similis,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Oithona spp.,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Paracyclops chiltoni,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Paracyclops sp.,0,NA,Cyclopoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartia copepodid,0,NA,Calanoid,1.301,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartia spp.,0,NA,Calanoid,0,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartiella copepodid,0,NA,Calanoid,1.162,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Acartiella sinensis,0,NA,Calanoid,2.666,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Calanoid copepodid,6,1,Calanoid,1.5,9,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,133.71428571428572,22.752197842669634,200.57142857142856,34.128296764004446,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaptomus copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaptomus spp.,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurytemora affinis adult,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurytemora affinis copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Osphranticum copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Osphranticum labronectum,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudodiaptomus forbesi adult,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudodiaptomus forbesi copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sinocalanus doerrii adult,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sinocalanus doerrii copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Skistodiaptomus pallidus,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Tortanus copepodid,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Tortanus spp.,0,NA,Calanoid,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Alona,4,1,Cladocera,0.6,2.4,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,89.14285714285714,15.168131895113088,53.48571428571428,9.100879137067853,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Alonella,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Bosmina,13,1,Cladocera,0.6,7.8,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,289.7142857142857,49.296428659117545,173.82857142857142,29.577857195470525,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Camptocercus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ceriodaphnia,4,1,Cladocera,1.4,5.6,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,89.14285714285714,15.168131895113088,124.79999999999998,21.235384653158324,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Chydorus,29,1,Cladocera,0.6,17.4,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,646.2857142857142,109.96895623956989,387.77142857142854,65.98137374374194,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Daphnia,11,1,Cladocera,4,44,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,245.14285714285714,41.71236271156099,980.5714285714286,166.84945084624397,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Diaphanosoma,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Disparalona,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Eurycercus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Graptoleberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Ilyocryptus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Kurzia,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Leydigia,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Macrothrix,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Moina,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Monospilus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Picripleuroxus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pleuroxus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Pseudochydorus,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Scaphloberis,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Sida,0,NA,Cladocera,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Simocephalus,8,1,Cladocera,1,8,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,178.28571428571428,30.336263790226177,178.28571428571428,30.336263790226177,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Harpacticoids,5,1,Harpacticoid,1,5,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,111.42857142857142,18.96016486889136,111.42857142857142,18.96016486889136,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Americorophium,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Annelid,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby Clam,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Baby snail,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Clam,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Corophium spp.,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Cumacean,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Fish eggs,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Gammarus spp.,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Insect larvae,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
RV,2019-02-08,Tow,NA,2,975400,975920,520,50,50,78,3.5,Isopod,0,NA,Macrozoo,NA,0,NA,TJ,12/23/2019,0.5,29.9312299312299,5.87698325405368,0,0,0,0,1
