"","Day","DOY","StationID","Year","SensorType","MeanValue","MeanValue2"
"338",2023-09-28,271,"BDL",2023,"TEMP W",67.7625,19.8680555555556
"339",2023-09-28,271,"BDL",2023,"TURB W",36.7457291666667,36.7457291666667
"340",2023-09-28,271,"RVB",2023,"EL COND",137.583333333333,0.0716025691714462
"341",2023-09-28,271,"RVB",2023,"TEMP W",66.3645833333333,19.0914351851852
"342",2023-09-28,271,"RVB",2023,"TURB W",5.58875,5.58875
"343",2023-09-29,272,"BDL",2023,"EL COND",1589.23958333333,0.892755432437689
"344",2023-09-29,272,"BDL",2023,"TEMP W",67.5895833333333,19.7719907407407
"345",2023-09-29,272,"BDL",2023,"TURB W",43.8198958333333,43.8198958333333
"346",2023-09-29,272,"RVB",2023,"EL COND",136.979166666667,0.0712807624842537
"347",2023-09-29,272,"RVB",2023,"TEMP W",66.15625,18.9756944444444
"348",2023-09-29,272,"RVB",2023,"TURB W",5.97364583333333,5.97364583333333
"349",2023-09-30,273,"BDL",2023,"EL COND",1578.79166666667,0.886602247703005
"350",2023-09-30,273,"BDL",2023,"TEMP W",67.0625,19.4791666666667
"351",2023-09-30,273,"BDL",2023,"TURB W",55.7965625,55.7965625
"352",2023-09-30,273,"RVB",2023,"EL COND",135.072916666667,0.0702654572475762
"353",2023-09-30,273,"RVB",2023,"TEMP W",65.9302083333333,18.8501157407407
"354",2023-09-30,273,"RVB",2023,"TURB W",5.94791666666667,5.94791666666667
"355",2023-10-01,274,"BDL",2023,"EL COND",1669.63541666667,0.940187405181711
"356",2023-10-01,274,"BDL",2023,"TEMP W",66.80625,19.3368055555556
"357",2023-10-01,274,"BDL",2023,"TURB W",59.49125,59.49125
"358",2023-10-01,274,"RVB",2023,"EL COND",133.368421052632,0.0693576709254631
"359",2023-10-01,274,"RVB",2023,"TEMP W",65.7484210526316,18.7491228070175
"360",2023-10-01,274,"RVB",2023,"TURB W",5.50031578947368,5.50031578947368
"361",2023-10-02,275,"BDL",2023,"EL COND",1689.86458333333,0.952145180536211
"362",2023-10-02,275,"BDL",2023,"TEMP W",66.721875,19.2899305555556
"363",2023-10-02,275,"BDL",2023,"TURB W",45.6423958333333,45.6423958333333
"364",2023-10-02,275,"RVB",2023,"EL COND",131.739583333333,0.0684902276877987
"365",2023-10-02,275,"RVB",2023,"TEMP W",65.5458333333333,18.6365740740741
"366",2023-10-02,275,"RVB",2023,"TURB W",4.9359375,4.9359375
"367",2023-10-03,276,"BDL",2023,"EL COND",1705.20833333333,0.961221165032941
"368",2023-10-03,276,"BDL",2023,"TEMP W",66.7958333333333,19.3310185185185
"369",2023-10-03,276,"BDL",2023,"TURB W",41.1994791666667,41.1994791666667
"370",2023-10-03,276,"RVB",2023,"EL COND",129.291666666667,0.0671866614320879
"371",2023-10-03,276,"RVB",2023,"TEMP W",65.3208333333333,18.5115740740741
"372",2023-10-03,276,"RVB",2023,"TURB W",4.12833333333333,4.12833333333333
"373",2023-10-04,277,"BDL",2023,"EL COND",1676.34736842105,0.944153933767094
"374",2023-10-04,277,"BDL",2023,"TEMP W",67.3452631578947,19.6362573099415
"375",2023-10-04,277,"BDL",2023,"TURB W",33.4631578947368,33.4631578947368
"376",2023-10-04,277,"RVB",2023,"EL COND",126.757894736842,0.0658374627492627
"377",2023-10-04,277,"RVB",2023,"TEMP W",65.2989473684211,18.4994152046784
"378",2023-10-04,277,"RVB",2023,"TURB W",3.50905263157895,3.50905263157895
"379",2023-10-05,278,"BDL",2023,"EL COND",1646.19791666667,0.926344583319003
"380",2023-10-05,278,"BDL",2023,"TEMP W",68.0927083333333,20.0515046296296
"381",2023-10-05,278,"BDL",2023,"TURB W",28.2441666666667,28.2441666666667
"382",2023-10-05,278,"RVB",2023,"EL COND",126.46875,0.0656835020397249
"383",2023-10-05,278,"RVB",2023,"TEMP W",65.5229166666667,18.6238425925926
"384",2023-10-05,278,"RVB",2023,"TURB W",3.09697916666667,3.09697916666667
"385",2023-10-06,279,"BDL",2023,"EL COND",1812.26041666667,1.0246860699991
"386",2023-10-06,279,"BDL",2023,"TEMP W",68.959375,20.5329861111111
"387",2023-10-06,279,"BDL",2023,"TURB W",25.3436458333333,25.3436458333333
"388",2023-10-06,279,"RVB",2023,"EL COND",126.447916666667,0.0656724089636328
"389",2023-10-06,279,"RVB",2023,"TEMP W",66.0395833333333,18.9108796296296
"390",2023-10-06,279,"RVB",2023,"TURB W",3.01177083333333,3.01177083333333
"391",2023-10-07,280,"BDL",2023,"EL COND",1956.34375,1.11048447781843
"392",2023-10-07,280,"BDL",2023,"TEMP W",69.8041666666667,21.0023148148148
"393",2023-10-07,280,"BDL",2023,"TURB W",25.7629166666667,25.7629166666667
"394",2023-10-07,280,"RVB",2023,"EL COND",127.427083333333,0.066193788787215
"395",2023-10-07,280,"RVB",2023,"TEMP W",66.6697916666667,19.2609953703704
"396",2023-10-07,280,"RVB",2023,"TURB W",2.94854166666667,2.94854166666667
"397",2023-10-08,281,"BDL",2023,"EL COND",2114.03125,1.20485833393106
"398",2023-10-08,281,"BDL",2023,"TEMP W",70.4083333333333,21.337962962963
"399",2023-10-08,281,"BDL",2023,"TURB W",31.608125,31.608125
"400",2023-10-08,281,"RVB",2023,"EL COND",128.78125,0.0669148649755595
"401",2023-10-08,281,"RVB",2023,"TEMP W",67.1864583333333,19.5480324074074
"402",2023-10-08,281,"RVB",2023,"TURB W",3.13770833333333,3.13770833333333
"403",2023-10-09,282,"BDL",2023,"EL COND",2178.96875,1.24386055995982
"404",2023-10-09,282,"BDL",2023,"TEMP W",69.559375,20.8663194444444
"405",2023-10-09,282,"BDL",2023,"TURB W",43.2388541666667,43.2388541666667
"406",2023-10-09,282,"RVB",2023,"EL COND",127.71875,0.0663490955720348
"407",2023-10-09,282,"RVB",2023,"TEMP W",66.9458333333333,19.4143518518519
"408",2023-10-09,282,"RVB",2023,"TURB W",3.71354166666667,3.71354166666667
"409",2024-08-28,241,"BDL",2024,"EL COND",2000.76041666667,1.13701823436623
"410",2024-08-28,241,"BDL",2024,"TEMP W",72.9447916666667,22.7471064814815
"411",2024-08-28,241,"BDL",2024,"TURB W",27.5964583333333,27.5964583333333
"412",2024-08-28,241,"RVB",2024,"EL COND",146.229166666667,0.0762087081490999
"413",2024-08-28,241,"RVB",2024,"TEMP W",70.1291666666667,21.1828703703704
"414",2024-08-28,241,"RVB",2024,"TURB W",2.62333333333333,2.62333333333333
"415",2024-08-29,242,"BDL",2024,"EL COND",1998.875,1.13589112668727
"416",2024-08-29,242,"BDL",2024,"TEMP W",72.5645833333333,22.5358796296296
"417",2024-08-29,242,"BDL",2024,"TURB W",26.4342708333333,26.4342708333333
"418",2024-08-29,242,"RVB",2024,"EL COND",148.416666666667,0.0773744436367769
"419",2024-08-29,242,"RVB",2024,"TEMP W",70.09375,21.1631944444444
"420",2024-08-29,242,"RVB",2024,"TURB W",2.9596875,2.9596875
"421",2024-08-30,243,"BDL",2024,"EL COND",2209.59375,1.2622814427639
"422",2024-08-30,243,"BDL",2024,"TEMP W",71.8489583333333,22.1383101851852
"423",2024-08-30,243,"BDL",2024,"TURB W",28.1577083333333,28.1577083333333
"424",2024-08-30,243,"RVB",2024,"EL COND",149.645833333333,0.0780295406123553
"425",2024-08-30,243,"RVB",2024,"TEMP W",69.9510416666667,21.083912037037
"426",2024-08-30,243,"RVB",2024,"TURB W",3.5959375,3.5959375
"427",2024-08-31,244,"BDL",2024,"EL COND",2763.52083333333,1.59827899311774
"428",2024-08-31,244,"BDL",2024,"TEMP W",71.221875,21.7899305555556
"429",2024-08-31,244,"BDL",2024,"TURB W",35.01875,35.01875
"430",2024-08-31,244,"RVB",2024,"EL COND",151.947916666667,0.0792565904615739
"431",2024-08-31,244,"RVB",2024,"TEMP W",69.9947916666667,21.1082175925926
"432",2024-08-31,244,"RVB",2024,"TURB W",3.68697916666667,3.68697916666667
"433",2024-09-01,245,"BDL",2024,"EL COND",3298.09375,1.92710118064449
"434",2024-09-01,245,"BDL",2024,"TEMP W",70.6645833333333,21.4803240740741
"435",2024-09-01,245,"BDL",2024,"TURB W",44.2914583333333,44.2914583333333
"436",2024-09-01,245,"RVB",2024,"EL COND",153.34375,0.0800006797401106
"437",2024-09-01,245,"RVB",2024,"TEMP W",69.9822916666667,21.1012731481481
"438",2024-09-01,245,"RVB",2024,"TURB W",4.018125,4.018125
"439",2024-09-02,246,"BDL",2024,"EL COND",3490.9375,2.04679660167495
"440",2024-09-02,246,"BDL",2024,"TEMP W",70.2072916666667,21.2262731481481
"441",2024-09-02,246,"BDL",2024,"TURB W",52.3695833333333,52.3695833333333
"442",2024-09-02,246,"RVB",2024,"EL COND",154.677083333333,0.0807115145014789
"443",2024-09-02,246,"RVB",2024,"TEMP W",69.8802083333333,21.0445601851852
"444",2024-09-02,246,"RVB",2024,"TURB W",3.91947916666667,3.91947916666667
"445",2024-09-03,247,"BDL",2024,"EL COND",3543.0625,2.07921057066905
"446",2024-09-03,247,"BDL",2024,"TEMP W",70.4760416666667,21.3755787037037
"447",2024-09-03,247,"BDL",2024,"TURB W",54.4309375,54.4309375
"448",2024-09-03,247,"RVB",2024,"EL COND",156.34375,0.0816001468904709
"449",2024-09-03,247,"RVB",2024,"TEMP W",70.1541666666667,21.1967592592593
"450",2024-09-03,247,"RVB",2024,"TURB W",3.65979166666667,3.65979166666667
"451",2024-09-04,248,"BDL",2024,"EL COND",3832.59375,2.25989321496834
"452",2024-09-04,248,"BDL",2024,"TEMP W",71.4625,21.9236111111111
"453",2024-09-04,248,"BDL",2024,"TURB W",47.3179166666667,47.3179166666667
"454",2024-09-04,248,"RVB",2024,"EL COND",157.71875,0.0823333450219961
"455",2024-09-04,248,"RVB",2024,"TEMP W",70.78125,21.5451388888889
"456",2024-09-04,248,"RVB",2024,"TURB W",3.62322916666667,3.62322916666667
"457",2024-09-05,249,"BDL",2024,"EL COND",4022.08333333333,2.37871000840891
"458",2024-09-05,249,"BDL",2024,"TEMP W",72.1260416666667,22.2922453703704
"459",2024-09-05,249,"BDL",2024,"TURB W",44.8089583333333,44.8089583333333
"460",2024-09-05,249,"RVB",2024,"EL COND",158.208333333333,0.0825944250186108
"461",2024-09-05,249,"RVB",2024,"TEMP W",71.2041666666667,21.7800925925926
"462",2024-09-05,249,"RVB",2024,"TURB W",3.51604166666667,3.51604166666667
"463",2024-09-06,250,"BDL",2024,"EL COND",4150.23958333333,2.45931286825629
"464",2024-09-06,250,"BDL",2024,"TEMP W",72.5791666666667,22.5439814814815
"465",2024-09-06,250,"BDL",2024,"TURB W",42.4683333333333,42.4683333333333
"466",2024-09-06,250,"RVB",2024,"EL COND",157.958333333333,0.0824611064461799
"467",2024-09-06,250,"RVB",2024,"TEMP W",71.4822916666667,21.9346064814815
"468",2024-09-06,250,"RVB",2024,"TURB W",3.40375,3.40375
"469",2024-09-07,251,"BDL",2024,"EL COND",3671.9375,2.15950347420364
"470",2024-09-07,251,"BDL",2024,"TEMP W",72.715625,22.6197916666667
"471",2024-09-07,251,"BDL",2024,"TURB W",40.1232291666667,40.1232291666667
"472",2024-09-07,251,"RVB",2024,"EL COND",157.677083333333,0.0823111258637896
"473",2024-09-07,251,"RVB",2024,"TEMP W",71.484375,21.9357638888889
"474",2024-09-07,251,"RVB",2024,"TURB W",3.02447916666667,3.02447916666667
"475",2024-09-08,252,"BDL",2024,"EL COND",3198.4375,1.86548871263584
"476",2024-09-08,252,"BDL",2024,"TEMP W",72.8760416666667,22.708912037037
"477",2024-09-08,252,"BDL",2024,"TURB W",29.731875,29.731875
"478",2024-09-08,252,"RVB",2024,"EL COND",156.40625,0.0816334725641354
"479",2024-09-08,252,"RVB",2024,"TEMP W",71.4208333333333,21.900462962963
"480",2024-09-08,252,"RVB",2024,"TURB W",2.61520833333333,2.61520833333333
"481",2024-09-09,253,"BDL",2024,"EL COND",3041.625,1.76882332039441
"482",2024-09-09,253,"BDL",2024,"TEMP W",73.009375,22.7829861111111
"483",2024-09-09,253,"BDL",2024,"TURB W",21.44125,21.44125
"484",2024-09-09,253,"RVB",2024,"EL COND",154.697916666667,0.0807226217912461
"485",2024-09-09,253,"RVB",2024,"TEMP W",71.1489583333333,21.7494212962963
"486",2024-09-09,253,"RVB",2024,"TURB W",2.520625,2.520625
"487",2024-09-10,254,"BDL",2024,"EL COND",2659.16666666667,1.53459182009016
"488",2024-09-10,254,"BDL",2024,"TEMP W",71.9510416666667,22.1950231481481
"489",2024-09-10,254,"BDL",2024,"TURB W",21.37875,21.37875
"490",2024-09-10,254,"RVB",2024,"EL COND",152.510416666667,0.0795564393479652
"491",2024-09-10,254,"RVB",2024,"TEMP W",70.2104166666667,21.2280092592593
"492",2024-09-10,254,"RVB",2024,"TURB W",3.18375,3.18375
"493",2024-09-11,255,"BDL",2024,"EL COND",2268.78125,1.29793110626163
"494",2024-09-11,255,"BDL",2024,"TEMP W",70.571875,21.4288194444444
"495",2024-09-11,255,"BDL",2024,"TURB W",20.9815625,20.9815625
"496",2024-09-11,255,"RVB",2024,"EL COND",151.666666666667,0.0791066700152319
"497",2024-09-11,255,"RVB",2024,"TEMP W",69.2697916666667,20.7054398148148
"498",2024-09-11,255,"RVB",2024,"TURB W",2.9321875,2.9321875
"499",2024-09-12,256,"BDL",2024,"EL COND",2224.3125,1.27114086135672
"500",2024-09-12,256,"BDL",2024,"TEMP W",69.9427083333333,21.0792824074074
"501",2024-09-12,256,"BDL",2024,"TURB W",20.7788541666667,20.7788541666667
"502",2024-09-12,256,"RVB",2024,"EL COND",151.041666666667,0.0787735229091784
"503",2024-09-12,256,"RVB",2024,"TEMP W",68.8947916666667,20.4971064814815
"504",2024-09-12,256,"RVB",2024,"TURB W",2.96010416666667,2.96010416666667
"505",2024-09-13,257,"BDL",2024,"EL COND",2445.4375,1.40470386444073
"506",2024-09-13,257,"BDL",2024,"TEMP W",70.0385416666667,21.1325231481481
"507",2024-09-13,257,"BDL",2024,"TURB W",23.6696875,23.6696875
"508",2024-09-13,257,"RVB",2024,"EL COND",150.5,0.0784848058417952
"509",2024-09-13,257,"RVB",2024,"TEMP W",68.8864583333333,20.4924768518519
"510",2024-09-13,257,"RVB",2024,"TURB W",2.9925,2.9925
"511",2024-09-14,258,"BDL",2024,"EL COND",2634.22916666667,1.51939817226321
"512",2024-09-14,258,"BDL",2024,"TEMP W",70.2072916666667,21.2262731481481
"513",2024-09-14,258,"BDL",2024,"TURB W",27.8311458333333,27.8311458333333
"514",2024-09-14,258,"RVB",2024,"EL COND",149.875,0.0781516826347898
"515",2024-09-14,258,"RVB",2024,"TEMP W",68.9770833333333,20.5428240740741
"516",2024-09-14,258,"RVB",2024,"TURB W",3.20614583333333,3.20614583333333
"517",2024-09-15,259,"BDL",2024,"EL COND",2745.27083333333,1.58712866115625
"518",2024-09-15,259,"BDL",2024,"TEMP W",69.4416666666667,20.8009259259259
"519",2024-09-15,259,"BDL",2024,"TURB W",34.2676041666667,34.2676041666667
"520",2024-09-15,259,"RVB",2024,"EL COND",149.583333333333,0.0779962294433144
"521",2024-09-15,259,"RVB",2024,"TEMP W",68.478125,20.265625
"522",2024-09-15,259,"RVB",2024,"TURB W",4.11114583333333,4.11114583333333
"523",2024-09-16,260,"BDL",2024,"EL COND",2982.40625,1.73241105584796
"524",2024-09-16,260,"BDL",2024,"TEMP W",68.2822916666667,20.1568287037037
"525",2024-09-16,260,"BDL",2024,"TURB W",44.07125,44.07125
"526",2024-09-16,260,"RVB",2024,"EL COND",150.916666666667,0.0787068950391522
"527",2024-09-16,260,"RVB",2024,"TEMP W",67.6572916666667,19.8096064814815
"528",2024-09-16,260,"RVB",2024,"TURB W",4.16395833333333,4.16395833333333
"529",2024-09-17,261,"BDL",2024,"EL COND",2996.29166666667,1.74094425993073
"530",2024-09-17,261,"BDL",2024,"TEMP W",67.5989583333333,19.7771990740741
"531",2024-09-17,261,"BDL",2024,"TURB W",51.0835416666667,51.0835416666667
"532",2024-09-17,261,"RVB",2024,"EL COND",151.479166666667,0.0790067245206166
"533",2024-09-17,261,"RVB",2024,"TEMP W",67.1770833333333,19.5428240740741
"534",2024-09-17,261,"RVB",2024,"TURB W",4.52583333333333,4.52583333333333
"535",2024-09-18,262,"BDL",2024,"EL COND",2864.69791666667,1.66018945645035
"536",2024-09-18,262,"BDL",2024,"TEMP W",67.4010416666667,19.6672453703704
"537",2024-09-18,262,"BDL",2024,"TURB W",48.6219791666667,48.6219791666667
"538",2024-09-18,262,"RVB",2024,"EL COND",151.239583333333,0.0788790180909178
"539",2024-09-18,262,"RVB",2024,"TEMP W",66.8416666666667,19.3564814814815
"540",2024-09-18,262,"RVB",2024,"TURB W",4.3271875,4.3271875
"541",2024-09-19,263,"BDL",2024,"EL COND",2762.63541666667,1.59773790370122
"542",2024-09-19,263,"BDL",2024,"TEMP W",67.6322916666667,19.7957175925926
"543",2024-09-19,263,"BDL",2024,"TURB W",46.6096875,46.6096875
"544",2024-09-19,263,"RVB",2024,"EL COND",150.15625,0.078301586514405
"545",2024-09-19,263,"RVB",2024,"TEMP W",66.621875,19.234375
"546",2024-09-19,263,"RVB",2024,"TURB W",4.34104166666667,4.34104166666667
"547",2024-09-20,264,"BDL",2024,"EL COND",2711.72916666667,1.56664910261059
"548",2024-09-20,264,"BDL",2024,"TEMP W",67.6989583333333,19.8327546296296
"549",2024-09-20,264,"BDL",2024,"TURB W",42.83625,42.83625
"550",2024-09-20,264,"RVB",2024,"EL COND",148.46875,0.0774022010220175
"551",2024-09-20,264,"RVB",2024,"TEMP W",66.3385416666667,19.0769675925926
"552",2024-09-20,264,"RVB",2024,"TURB W",4.159375,4.159375
"553",2024-09-21,265,"BDL",2024,"EL COND",2755.70833333333,1.59350509714637
"554",2024-09-21,265,"BDL",2024,"TEMP W",67.7291666666667,19.849537037037
"555",2024-09-21,265,"BDL",2024,"TURB W",41.6397916666667,41.6397916666667
"556",2024-09-21,265,"RVB",2024,"EL COND",147.989583333333,0.0771468362437572
"557",2024-09-21,265,"RVB",2024,"TEMP W",66.44375,19.1354166666667
"558",2024-09-21,265,"RVB",2024,"TURB W",3.6021875,3.6021875
"559",2024-09-22,266,"BDL",2024,"EL COND",2746.95744680851,1.58815892481306
"560",2024-09-22,266,"BDL",2024,"TEMP W",68.1021276595745,20.0567375886525
"561",2024-09-22,266,"BDL",2024,"TURB W",36.0578723404255,36.0578723404255
"562",2024-09-22,266,"RVB",2024,"EL COND",148.127659574468,0.0772204212045917
"563",2024-09-22,266,"RVB",2024,"TEMP W",66.6989361702128,19.2771867612293
"564",2024-09-22,266,"RVB",2024,"TURB W",3.70372340425532,3.70372340425532
"565",2024-09-23,267,"BDL",2024,"EL COND",2697.89583333333,1.55820804669181
"566",2024-09-23,267,"BDL",2024,"TEMP W",68.559375,20.3107638888889
"567",2024-09-23,267,"BDL",2024,"TURB W",29.2689583333333,29.2689583333333
"568",2024-09-23,267,"RVB",2024,"EL COND",146.010416666667,0.076092142459028
"569",2024-09-23,267,"RVB",2024,"TEMP W",67.1052083333333,19.5028935185185
"570",2024-09-23,267,"RVB",2024,"TURB W",2.9790625,2.9790625
"571",2024-09-24,268,"BDL",2024,"EL COND",2759.3125,1.59570733606576
"572",2024-09-24,268,"BDL",2024,"TEMP W",69.4302083333333,20.7945601851852
"573",2024-09-24,268,"BDL",2024,"TURB W",24.4933333333333,24.4933333333333
"574",2024-09-24,268,"RVB",2024,"EL COND",144.1875,0.0751208152112085
"575",2024-09-24,268,"RVB",2024,"TEMP W",67.596875,19.7760416666667
"576",2024-09-24,268,"RVB",2024,"TURB W",2.74979166666667,2.74979166666667
"577",2024-09-25,269,"BDL",2024,"EL COND",2702.02083333333,1.56072479130568
"578",2024-09-25,269,"BDL",2024,"TEMP W",69.4364583333333,20.7980324074074
"579",2024-09-25,269,"BDL",2024,"TURB W",28.0254166666667,28.0254166666667
"580",2024-09-25,269,"RVB",2024,"EL COND",140.0625,0.0729231725201157
"581",2024-09-25,269,"RVB",2024,"TEMP W",67.4583333333333,19.6990740740741
"582",2024-09-25,269,"RVB",2024,"TURB W",3.24,3.24
