"","Date","Site","Type","Species","CPUE","Mass"
"437","1695859200","Rio Vista","Outside","Cyclopoid_other",5,211.337741486391
"438","1695859200","Rio Vista","Outside","Eurytemora affinis",3.33333333333333,8.80573922859963
"439","1694649600","Rio Vista","Outside","Gastropod",15.9090909090909,0
"440","1695859200","Rio Vista","Outside","Gastropod",8.33333333333333,0
"441","1696982400","Rio Vista","Outside","Gastropod",6,0
"442","1694649600","Rio Vista","Outside","Limnoithona",2.27272727272727,2.40156524416354
"443","1695859200","Rio Vista","Outside","Limnoithona",5,9.24602619002961
"444","1696982400","Rio Vista","Outside","Limnoithona",8,13.2086088428994
"445","1694649600","Rio Vista","Outside","Ostracod",4.54545454545455,0
"446","1695859200","Rio Vista","Outside","Ostracod",5,0
"447","1696982400","Rio Vista","Outside","Ostracod",1,0
"448","1694649600","Rio Vista","Outside","Pseudodiaptomus forbesi",20.4545454545455,621.405006927315
"449","1695859200","Rio Vista","Outside","Pseudodiaptomus forbesi",16.6666666666667,572.813336820406
"450","1696982400","Rio Vista","Outside","Pseudodiaptomus forbesi",21,637.975807112043
"451","1694649600","Rio Vista","Outside","Pseudodiaptomus nauplii",229.545454545455,606.395224151293
"452","1695859200","Rio Vista","Outside","Pseudodiaptomus nauplii",215,567.970180244676
"453","1696982400","Rio Vista","Outside","Pseudodiaptomus nauplii",110,290.589394543788
"454","1694649600","Rio Vista","Outside","Rotifer",172.727272727273,489.919309809361
"455","1695859200","Rio Vista","Outside","Rotifer",21.6666666666667,73.9682095202369
"456","1696982400","Rio Vista","Outside","Rotifer",13,36.4557604064025
"457","1694649600","Rio Vista","Flip","Cladocera",8.57142857142857,181.146635559764
"458","1695859200","Rio Vista","Flip","Cladocera",4.5,103.027148974616
"459","1696982400","Rio Vista","Flip","Cladocera",1,26.4172176857989
"460","1694649600","Rio Vista","Flip","Copepod nauplii",53.5714285714286,141.520809031066
"461","1695859200","Rio Vista","Flip","Copepod nauplii",91.5,241.71754182506
"462","1696982400","Rio Vista","Flip","Copepod nauplii",38,100.385427206036
"463","1694649600","Rio Vista","Flip","Cyclopoid_other",12.8571428571429,543.439906679292
"464","1695859200","Rio Vista","Flip","Cyclopoid_other",1.5,63.4013224459173
"465","1696982400","Rio Vista","Flip","Cyclopoid_other",1,87.1768183631363
"466","1694649600","Rio Vista","Flip","Gastropod",12.8571428571429,0
"467","1695859200","Rio Vista","Flip","Gastropod",15,0
"468","1696982400","Rio Vista","Flip","Gastropod",14,0
"469","1694649600","Rio Vista","Flip","Limnoithona",15,26.0398288617161
"470","1695859200","Rio Vista","Flip","Limnoithona",6,9.90645663217459
"471","1696982400","Rio Vista","Flip","Limnoithona",9,11.8877479586095
"472","1694649600","Rio Vista","Flip","Ostracod",15,0
"473","1695859200","Rio Vista","Flip","Ostracod",3,0
"474","1696982400","Rio Vista","Flip","Ostracod",2,0
"475","1694649600","Rio Vista","Flip","Pseudodiaptomus forbesi",25.7142857142857,1294.06627778006
"476","1695859200","Rio Vista","Flip","Pseudodiaptomus forbesi",4.5,136.709101524009
"477","1696982400","Rio Vista","Flip","Pseudodiaptomus forbesi",2,60.7596006773375
"478","1694649600","Rio Vista","Flip","Pseudodiaptomus nauplii",150,396.258265286983
"479","1695859200","Rio Vista","Flip","Pseudodiaptomus nauplii",160.5,423.996343857072
"480","1696982400","Rio Vista","Flip","Pseudodiaptomus nauplii",88,232.47151563503
"481","1694649600","Rio Vista","Flip","Rotifer",117.857142857143,350.971606397042
"482","1695859200","Rio Vista","Flip","Rotifer",51,144.238008564462
"483","1696982400","Rio Vista","Flip","Rotifer",20,77.6666199962488
"484","1695859200","Rio Vista","Scrub","Calanoid_other",1,52.8344353715978
"485","1694649600","Rio Vista","Scrub","Cladocera",12.5,151.899001693344
"486","1695859200","Rio Vista","Scrub","Cladocera",8,124.160923123255
"487","1694649600","Rio Vista","Scrub","Copepod nauplii",105,277.380785700888
"488","1695859200","Rio Vista","Scrub","Copepod nauplii",71,187.562245569172
"489","1696982400","Rio Vista","Scrub","Copepod nauplii",47,124.160923123255
"490","1694649600","Rio Vista","Scrub","Cyclopoid_other",10,422.675482972782
"491","1695859200","Rio Vista","Scrub","Cyclopoid_other",3,126.802644891835
"492","1696982400","Rio Vista","Scrub","Cyclopoid_other",1,42.2675482972782
"493","1694649600","Rio Vista","Scrub","Gastropod",12.5,0
"494","1695859200","Rio Vista","Scrub","Gastropod",6,0
"495","1696982400","Rio Vista","Scrub","Gastropod",10,0
"496","1694649600","Rio Vista","Scrub","Limnoithona",2.5,2.64172176857989
"497","1695859200","Rio Vista","Scrub","Limnoithona",3,3.17006612229587
"498","1696982400","Rio Vista","Scrub","Limnoithona",3,3.17006612229587
"499","1694649600","Rio Vista","Scrub","Ostracod",15,0
"500","1695859200","Rio Vista","Scrub","Ostracod",8,0
"501","1696982400","Rio Vista","Scrub","Ostracod",2,0
"502","1694649600","Rio Vista","Scrub","Pseudodiaptomus forbesi",27.5,1234.34449636895
"503","1695859200","Rio Vista","Scrub","Pseudodiaptomus forbesi",9,432.978197870244
"504","1696982400","Rio Vista","Scrub","Pseudodiaptomus forbesi",1,70.2697990442251
"505","1694649600","Rio Vista","Scrub","Pseudodiaptomus nauplii",160,422.675482972782
"506","1695859200","Rio Vista","Scrub","Pseudodiaptomus nauplii",72,190.203967337752
"507","1696982400","Rio Vista","Scrub","Pseudodiaptomus nauplii",45,118.877479586095
"508","1694649600","Rio Vista","Scrub","Rotifer",132.5,409.466874129883
"509","1695859200","Rio Vista","Scrub","Rotifer",33,88.7618514242843
"510","1696982400","Rio Vista","Scrub","Rotifer",34,136.841187612438
"511","1694649600","Rio Vista","Outside","Cladocera",6.66666666666667,76.3164066478635
"512","1695859200","Rio Vista","Outside","Cladocera",1.66666666666667,44.0286961429982
"513","1696982400","Rio Vista","Outside","Cladocera",7.5,59.4387397930475
"514","1694649600","Rio Vista","Outside","Copepod nauplii",122.222222222222,322.877105048653
"515","1695859200","Rio Vista","Outside","Copepod nauplii",78.3333333333333,206.934871872091
"516","1696982400","Rio Vista","Outside","Copepod nauplii",84,221.904628560711
"517","1694649600","Rio Vista","Outside","Cyclopoid_other",2.22222222222222,93.9278851050627
"518","1694649600","Rio Vista","Outside","Gastropod",22.2222222222222,0
"519","1695859200","Rio Vista","Outside","Gastropod",11.6666666666667,0
"520","1696982400","Rio Vista","Outside","Gastropod",12,0
"521","1694649600","Rio Vista","Outside","Limnoithona",15.5555555555556,21.7208234305458
"522","1695859200","Rio Vista","Outside","Limnoithona",3.33333333333333,3.52229569143985
"523","1696982400","Rio Vista","Outside","Limnoithona",16.5,28.1343368353758
"524","1694649600","Rio Vista","Outside","Ostracod",6.66666666666667,0
"525","1695859200","Rio Vista","Outside","Ostracod",11.6666666666667,0
"526","1696982400","Rio Vista","Outside","Ostracod",1.5,0
"527","1694649600","Rio Vista","Outside","Pseudodiaptomus forbesi",40,1215.19201354675
"528","1695859200","Rio Vista","Outside","Pseudodiaptomus forbesi",20,674.079337949302
"529","1696982400","Rio Vista","Outside","Pseudodiaptomus forbesi",15,515.532003138365
"530","1694649600","Rio Vista","Outside","Pseudodiaptomus nauplii",186.666666666667,493.121396801579
"531","1695859200","Rio Vista","Outside","Pseudodiaptomus nauplii",200,528.344353715978
"532","1696982400","Rio Vista","Outside","Pseudodiaptomus nauplii",175.5,463.622170385771
"533","1694649600","Rio Vista","Outside","Rotifer",57.7777777777778,152.632813295727
"534","1695859200","Rio Vista","Outside","Rotifer",13.3333333333333,32.5812351458186
"535","1696982400","Rio Vista","Outside","Rotifer",22.5,57.8537067318996
"536","1695772800","Montezuma","Flip","Calanoid_other",10,705.33971221083
"537","1695772800","Montezuma","Flip","Cladocera",5,132.086088428994
"538","1694563200","Montezuma","Flip","Copepod nauplii",3885,10263.0890709329
"539","1695772800","Montezuma","Flip","Copepod nauplii",650,1717.11914957693
"540","1696896000","Montezuma","Flip","Copepod nauplii",2910,7687.41034656748
"541","1696896000","Montezuma","Flip","Cyclopoid_other",30,1268.02644891835
"542","1694563200","Montezuma","Flip","Eurytemora affinis",150,396.258265286983
"543","1695772800","Montezuma","Flip","Eurytemora affinis",115,303.798003386687
"544","1696896000","Montezuma","Flip","Eurytemora affinis",60,158.503306114793
"545","1694563200","Montezuma","Flip","Gastropod",30,0
"546","1696896000","Montezuma","Flip","Gastropod",15,0
"547","1694563200","Montezuma","Flip","Limnoithona",210,257.567872436539
"548","1695772800","Montezuma","Flip","Limnoithona",480,1208.5877091253
"549","1696896000","Montezuma","Flip","Limnoithona",510,1145.18638667938
"550","1695772800","Montezuma","Flip","Ostracod",10,0
"551","1696896000","Montezuma","Flip","Ostracod",15,0
"552","1695772800","Montezuma","Flip","Pseudodiaptomus forbesi",15,455.697005080031
"553","1696896000","Montezuma","Flip","Pseudodiaptomus forbesi",15,455.697005080031
"554","1694563200","Montezuma","Flip","Pseudodiaptomus nauplii",450,1188.77479586095
"555","1695772800","Montezuma","Flip","Pseudodiaptomus nauplii",20,52.8344353715978
"556","1696896000","Montezuma","Flip","Pseudodiaptomus nauplii",285,752.890704045269
"557","1694563200","Montezuma","Flip","Rotifer",195,538.911240790297
"558","1695772800","Montezuma","Flip","Rotifer",80,211.337741486391
"559","1696896000","Montezuma","Flip","Rotifer",510,1299.72711014131
"560","1694563200","Montezuma","Outside","Copepod nauplii",3225,8519.55270367014
"561","1695772800","Montezuma","Outside","Copepod nauplii",1087.5,2872.87242333063
"562","1696896000","Montezuma","Outside","Copepod nauplii",1830,4834.3508365012
"563","1695772800","Montezuma","Outside","Eurytemora affinis",22.5,59.4387397930475
"564","1696896000","Montezuma","Outside","Eurytemora affinis",40,105.668870743196
"565","1696896000","Montezuma","Outside","Gastropod",80,0
"566","1694563200","Montezuma","Outside","Limnoithona",120,162.465888767663
"567","1695772800","Montezuma","Outside","Limnoithona",345,970.832749953109
"568","1696896000","Montezuma","Outside","Limnoithona",470,948.37811492018
"569","1696896000","Montezuma","Outside","Ostracod",10,0
"570","1695772800","Montezuma","Outside","Pseudodiaptomus forbesi",82.5,2506.33352794017
"571","1696896000","Montezuma","Outside","Pseudodiaptomus forbesi",40,1215.19201354675
"572","1694563200","Montezuma","Outside","Pseudodiaptomus nauplii",495,1307.65227544705
"573","1695772800","Montezuma","Outside","Pseudodiaptomus nauplii",82.5,217.942045907841
"574","1696896000","Montezuma","Outside","Pseudodiaptomus nauplii",240,634.013224459174
"575","1694563200","Montezuma","Outside","Rotifer",270,689.489381599351
"576","1695772800","Montezuma","Outside","Rotifer",52.5,138.690392850444
"577","1696896000","Montezuma","Outside","Rotifer",350,924.602619002961
"578","1695772800","Montezuma","Scrub","Calanoid_other",5,352.669856105415
"579","1694563200","Montezuma","Scrub","Copepod nauplii",1360,3592.74160526865
"580","1695772800","Montezuma","Scrub","Copepod nauplii",560,1479.36419040474
"581","1696896000","Montezuma","Scrub","Copepod nauplii",1755,4636.22170385771
"582","1694563200","Montezuma","Scrub","Cyclopoid_other",10,422.675482972782
"583","1696896000","Montezuma","Scrub","Eurytemora affinis",15,39.6258265286983
"584","1694563200","Montezuma","Scrub","Gastropod",10,0
"585","1694563200","Montezuma","Scrub","Limnoithona",320,766.099312888168
"586","1695772800","Montezuma","Scrub","Limnoithona",420,1121.41089076216
"587","1696896000","Montezuma","Scrub","Limnoithona",240,538.911240790297
"588","1694563200","Montezuma","Scrub","Ostracod",20,0
"589","1695772800","Montezuma","Scrub","Ostracod",10,0
"590","1696896000","Montezuma","Scrub","Ostracod",30,0
"591","1696896000","Montezuma","Scrub","Pseudodiaptomus forbesi",30,911.394010160062
"592","1694563200","Montezuma","Scrub","Pseudodiaptomus nauplii",120,317.006612229587
"593","1695772800","Montezuma","Scrub","Pseudodiaptomus nauplii",50,132.086088428994
"594","1696896000","Montezuma","Scrub","Pseudodiaptomus nauplii",240,634.013224459174
"595","1694563200","Montezuma","Scrub","Rotifer",110,290.589394543788
"596","1695772800","Montezuma","Scrub","Rotifer",65,171.711914957693
"597","1696896000","Montezuma","Scrub","Rotifer",675,1711.83570603977
"598","1695772800","Montezuma","Outside","Calanoid_other",5,352.669856105415
"599","1694563200","Montezuma","Outside","Cladocera",15,27.7380785700888
"600","1694563200","Montezuma","Outside","Copepod nauplii",3210,8479.92687714145
"601","1695772800","Montezuma","Outside","Copepod nauplii",915,2417.1754182506
"602","1696896000","Montezuma","Outside","Copepod nauplii",3195,8440.30105061275
"603","1696896000","Montezuma","Outside","Eurytemora affinis",165,435.884091815682
"604","1694563200","Montezuma","Outside","Gastropod",45,0
"605","1694563200","Montezuma","Outside","Limnoithona",285,408.146013245593
"606","1695772800","Montezuma","Outside","Limnoithona",375,966.87016730024
"607","1696896000","Montezuma","Outside","Limnoithona",525,947.05725403589
"608","1695772800","Montezuma","Outside","Ostracod",10,0
"609","1695772800","Montezuma","Outside","Pseudodiaptomus forbesi",5,151.899001693344
"610","1696896000","Montezuma","Outside","Pseudodiaptomus forbesi",45,1367.09101524009
"611","1694563200","Montezuma","Outside","Pseudodiaptomus nauplii",240,634.013224459174
"612","1695772800","Montezuma","Outside","Pseudodiaptomus nauplii",90,237.75495917219
"613","1696896000","Montezuma","Outside","Pseudodiaptomus nauplii",345,911.394010160062
"614","1694563200","Montezuma","Outside","Rotifer",195,515.135744873078
"615","1695772800","Montezuma","Outside","Rotifer",40,97.7437054374559
"616","1696896000","Montezuma","Outside","Rotifer",465,1204.62512647243
"617","1695772800","Montezuma","Flip","Calanoid_other",10,705.33971221083
"618","1694563200","Montezuma","Flip","Copepod nauplii",1950,5151.35744873079
"619","1695772800","Montezuma","Flip","Copepod nauplii",905,2390.7582005648
"620","1696896000","Montezuma","Flip","Copepod nauplii",2840,7502.48982276689
"621","1695772800","Montezuma","Flip","Cyclopoid_other",10,422.675482972782
"622","1694563200","Montezuma","Flip","Eurytemora affinis",15,39.6258265286983
"623","1695772800","Montezuma","Flip","Eurytemora affinis",10,26.4172176857989
"624","1696896000","Montezuma","Flip","Eurytemora affinis",160,422.675482972782
"625","1695772800","Montezuma","Flip","Gastropod",5,0
"626","1694563200","Montezuma","Flip","Limnoithona",382.5,867.805600978494
"627","1695772800","Montezuma","Flip","Limnoithona",345,863.843018325624
"628","1696896000","Montezuma","Flip","Limnoithona",420,729.11520812805
"629","1694563200","Montezuma","Flip","Ostracod",15,0
"630","1695772800","Montezuma","Flip","Ostracod",5,0
"631","1695772800","Montezuma","Flip","Pseudodiaptomus forbesi",5,351.348995221125
"632","1696896000","Montezuma","Flip","Pseudodiaptomus forbesi",20,607.596006773375
"633","1694563200","Montezuma","Flip","Pseudodiaptomus nauplii",150,396.258265286983
"634","1695772800","Montezuma","Flip","Pseudodiaptomus nauplii",55,145.294697271894
"635","1696896000","Montezuma","Flip","Pseudodiaptomus nauplii",440,1162.35757817515
"636","1694563200","Montezuma","Flip","Rotifer",75,198.129132643492
"637","1695772800","Montezuma","Flip","Rotifer",50,132.086088428994
"638","1696896000","Montezuma","Flip","Rotifer",480,1268.02644891835
"639","1694563200","Montezuma","Scrub","Calanoid_other",7.5,529.004784158123
"640","1695772800","Montezuma","Scrub","Cladocera",4,105.668870743196
"641","1694563200","Montezuma","Scrub","Copepod nauplii",2107.5,5567.42862728212
"642","1695772800","Montezuma","Scrub","Copepod nauplii",588,1553.33239992498
"643","1696896000","Montezuma","Scrub","Copepod nauplii",1170,3090.81446923847
"644","1695772800","Montezuma","Scrub","Cyclopoid_other",8,338.140386378226
"645","1694563200","Montezuma","Scrub","Eurytemora affinis",112.5,297.193698965238
"646","1694563200","Montezuma","Scrub","Limnoithona",352.5,925.263049445106
"647","1695772800","Montezuma","Scrub","Limnoithona",308,858.031230434748
"648","1696896000","Montezuma","Scrub","Limnoithona",120,215.960754581406
"649","1694563200","Montezuma","Scrub","Ostracod",15,0
"650","1695772800","Montezuma","Scrub","Ostracod",8,0
"651","1694563200","Montezuma","Scrub","Pseudodiaptomus forbesi",7.5,527.023492831688
"652","1695772800","Montezuma","Scrub","Pseudodiaptomus forbesi",4,121.519201354675
"653","1694563200","Montezuma","Scrub","Pseudodiaptomus nauplii",180,475.50991834438
"654","1695772800","Montezuma","Scrub","Pseudodiaptomus nauplii",36,95.101983668876
"655","1696896000","Montezuma","Scrub","Pseudodiaptomus nauplii",45,118.877479586095
"656","1694563200","Montezuma","Scrub","Rotifer",30,79.2516530573967
"657","1695772800","Montezuma","Scrub","Rotifer",24,63.4013224459174
"658","1696896000","Montezuma","Scrub","Rotifer",952.5,2540.01548048956
"659","1695772800","Montezuma","Outside","Cladocera",6.66666666666667,176.114784571993
"660","1694563200","Montezuma","Outside","Copepod nauplii",1980,5230.60910178818
"661","1695772800","Montezuma","Outside","Copepod nauplii",1060,2800.22507469468
"662","1696896000","Montezuma","Outside","Copepod nauplii",3437.5,9080.91857949337
"663","1696896000","Montezuma","Outside","Cyclopoid_other",12.5,528.344353715978
"664","1694563200","Montezuma","Outside","Eurytemora affinis",20,52.8344353715978
"665","1696896000","Montezuma","Outside","Eurytemora affinis",50,132.086088428994
"666","1694563200","Montezuma","Outside","Limnoithona",330,776.666199962488
"667","1695772800","Montezuma","Outside","Limnoithona",320,813.650304722606
"668","1696896000","Montezuma","Outside","Limnoithona",325,551.459419191052
"669","1695772800","Montezuma","Outside","Ostracod",6.66666666666667,0
"670","1694563200","Montezuma","Outside","Pseudodiaptomus nauplii",140,369.841047601185
"671","1695772800","Montezuma","Outside","Pseudodiaptomus nauplii",46.6666666666667,123.280349200395
"672","1696896000","Montezuma","Outside","Pseudodiaptomus nauplii",175,462.301309501481
"673","1694563200","Montezuma","Outside","Rotifer",160,422.675482972782
"674","1695772800","Montezuma","Outside","Rotifer",26.6666666666667,70.4459138287971
"675","1696896000","Montezuma","Outside","Rotifer",612.5,1578.42875672648
